participant	list	presentationorder	verb	frame	response	nativeenglish	sentence
103	17	56	believe	NP Ved about NP	4	True	Someone believed about something.
103	17	57	feel	NP Ved S	4	True	Someone felt something happened.
103	17	58	believe	NP Ved for NP to VP	4	True	Someone believed for someone to do something.
103	17	59	remember	NP was Ved to VP	5	True	Someone was remembered to do something.
103	17	60	remember	It Ved NP WH to VP	7	True	It remembered someone how to do something.
70	18	1	believe	NP Ved WH S	3	True	Someone believed how something happened.
70	18	2	forbid	NP Ved NP S notense	1	True	Someone forbade someone something happen.
70	18	3	love	NP Ved that S	5	True	Someone loved that something happened.
70	18	4	pretend	It Ved NP WH to VP	1	True	It pretended someone why to do something.
70	18	5	tell	NP Ved NP to VP	4	True	Someone told someone to do something.
70	18	6	forget	NP Ved NP that S notense	1	True	Someone forgot someone that something happen.
70	18	7	imagine	NP Ved it that S notense	3	True	Someone imagined it that something happen.
70	18	8	believe	NP Ved if S	2	True	Someone believed if something happened.
70	18	9	imagine	NP Ved that S notense	6	True	Someone imagined that something happen.
70	18	10	pretend	It Ved NP WH S	1	True	It pretended someone why something happened.
70	18	11	see	S, I V	5	True	Something happened, I see.
70	18	12	amaze	NP Ved NP to VP	1	True	Someone amazed someone to do something.
70	18	13	guess	NP Ved to NP that S	2	True	Someone guessed to someone that something happened.
70	18	14	expect	NP Ved to	1	True	Someone expected to.
70	18	15	hate	NP Ved WH S	3	True	Someone hated why something happened.
70	18	16	realize	It Ved NP that S notense	2	True	It realized someone that something happen.
70	18	17	allow	NP Ved NP S notense	1	True	Someone allowed someone something happen.
70	18	18	need	It Ved NP WH to VP	2	True	It needed someone how to do something.
70	18	19	worry	NP Ved for NP to VP	2	True	Someone worried for someone to do something.
70	18	20	think	It Ved NP that S notense	2	True	It thought someone that something happen.
70	18	21	promise	NP Ved NP about NP	3	True	Someone promised someone about something.
70	18	22	bother	NP was Ved to VP	6	True	Someone was bothered to do something.
70	18	23	see	NP Ved WH S	4	True	Someone saw why something happened.
70	18	24	feel	NP Ved VPing	3	True	Someone felt doing something.
70	18	25	doubt	NP Ved NP NP	1	True	Someone doubted someone something.
70	18	26	forget	NP Ved NP S	1	True	Someone forgot someone something happened.
70	18	27	realize	It Ved NP to VP	2	True	It realized someone to do something.
70	18	28	expect	NP Ved so	2	True	Someone expected so.
70	18	29	tell	NP Ved NP VP	5	True	Someone told someone do something.
70	18	30	promise	NP Ved S	4	True	Someone promised something happened.
70	18	31	doubt	NP Ved	5	True	Someone doubted.
70	18	32	need	NP was Ved to VP	6	True	Someone was needed to do something.
70	18	33	hear	NP was Ved that S notense	3	True	Someone was heard that something happen.
70	18	34	hear	NP Ved WH S	2	True	Someone heard where something happened.
70	18	35	say	NP was Ved that S	2	True	Someone was said that something happened.
70	18	36	forbid	NP Ved NP	3	True	Someone forbade something.
70	18	37	feel	NP Ved NP that S	2	True	Someone felt someone that something happened.
70	18	38	understand	S, NP Ved	5	True	Something happened, someone understood.
70	18	39	want	It Ved NP WH S	1	True	It wanted someone why something happened.
70	18	40	suppose	NP Ved WH to VP	3	True	Someone supposed how to do something.
70	18	41	amaze	NP Ved NP VP	1	True	Someone amazed someone do something.
70	18	42	think	It Ved NP to VP	1	True	It thought someone to do something.
70	18	43	want	It Ved NP WH to VP	1	True	It wanted someone why to do something.
70	18	44	guess	NP Ved there to VP	4	True	Someone guessed there to be a particular thing in a particular place.
70	18	45	say	NP Ved to VP	7	True	Someone said to do something.
70	18	46	worry	NP Ved about NP	7	True	Someone worried about something.
70	18	47	demand	It Ved NP WH to VP	1	True	It demanded someone where to do something.
70	18	48	love	NP Ved it that S	1	True	Someone loved it that something happened.
70	18	49	deny	NP was Ved that S	3	True	Someone was denied that something happened.
70	18	50	suppose	NP Ved if S notense	2	True	Someone supposed if something happen.
70	18	51	deny	NP Ved to VP	4	True	Someone denied to do something.
70	18	52	hate	S, I V	3	True	Something happened, I hate.
70	18	53	understand	NP Ved WH to VP	6	True	Someone understood why to do something.
70	18	54	demand	It Ved NP WH S	1	True	It demanded someone where something happened.
70	18	55	allow	NP Ved NP	4	True	Someone allowed something.
70	18	56	remember	It Ved NP that S	2	True	It remembered someone that something happened.
70	18	57	hope	NP Ved WH to VP	2	True	Someone hoped where to do something.
70	18	58	bother	It Ved NP WH to VP	1	True	It bothered someone how to do something.
70	18	59	hope	NP Ved to NP that S notense	2	True	Someone hoped to someone that something happen.
70	18	60	remember	It Ved NP WH S	1	True	It remembered someone how something happened.
96	18	1	believe	NP Ved WH S	7	True	Someone believed how something happened.
96	18	2	forbid	NP Ved NP S notense	1	True	Someone forbade someone something happen.
96	18	3	love	NP Ved that S	7	True	Someone loved that something happened.
96	18	4	pretend	It Ved NP WH to VP	1	True	It pretended someone why to do something.
96	18	5	tell	NP Ved NP to VP	7	True	Someone told someone to do something.
96	18	6	forget	NP Ved NP that S notense	1	True	Someone forgot someone that something happen.
96	18	7	imagine	NP Ved it that S notense	3	True	Someone imagined it that something happen.
96	18	8	believe	NP Ved if S	7	True	Someone believed if something happened.
96	18	9	imagine	NP Ved that S notense	7	True	Someone imagined that something happen.
96	18	10	pretend	It Ved NP WH S	1	True	It pretended someone why something happened.
96	18	11	see	S, I V	1	True	Something happened, I see.
96	18	12	amaze	NP Ved NP to VP	7	True	Someone amazed someone to do something.
96	18	13	guess	NP Ved to NP that S	5	True	Someone guessed to someone that something happened.
96	18	14	expect	NP Ved to	6	True	Someone expected to.
96	18	15	hate	NP Ved WH S	7	True	Someone hated why something happened.
96	18	16	realize	It Ved NP that S notense	1	True	It realized someone that something happen.
96	18	17	allow	NP Ved NP S notense	1	True	Someone allowed someone something happen.
96	18	18	need	It Ved NP WH to VP	1	True	It needed someone how to do something.
96	18	19	worry	NP Ved for NP to VP	1	True	Someone worried for someone to do something.
96	18	20	think	It Ved NP that S notense	1	True	It thought someone that something happen.
96	18	21	promise	NP Ved NP about NP	6	True	Someone promised someone about something.
96	18	22	bother	NP was Ved to VP	7	True	Someone was bothered to do something.
96	18	23	see	NP Ved WH S	7	True	Someone saw why something happened.
96	18	24	feel	NP Ved VPing	4	True	Someone felt doing something.
96	18	25	doubt	NP Ved NP NP	1	True	Someone doubted someone something.
96	18	26	forget	NP Ved NP S	1	True	Someone forgot someone something happened.
96	18	27	realize	It Ved NP to VP	1	True	It realized someone to do something.
96	18	28	expect	NP Ved so	5	True	Someone expected so.
96	18	29	tell	NP Ved NP VP	7	True	Someone told someone do something.
96	18	30	promise	NP Ved S	1	True	Someone promised something happened.
96	18	31	doubt	NP Ved	7	True	Someone doubted.
96	18	32	need	NP was Ved to VP	7	True	Someone was needed to do something.
96	18	33	hear	NP was Ved that S notense	3	True	Someone was heard that something happen.
96	18	34	hear	NP Ved WH S	7	True	Someone heard where something happened.
96	18	35	say	NP was Ved that S	1	True	Someone was said that something happened.
96	18	36	forbid	NP Ved NP	1	True	Someone forbade something.
96	18	37	feel	NP Ved NP that S	1	True	Someone felt someone that something happened.
96	18	38	understand	S, NP Ved	7	True	Something happened, someone understood.
96	18	39	want	It Ved NP WH S	1	True	It wanted someone why something happened.
96	18	40	suppose	NP Ved WH to VP	1	True	Someone supposed how to do something.
96	18	41	amaze	NP Ved NP VP	7	True	Someone amazed someone do something.
96	18	42	think	It Ved NP to VP	1	True	It thought someone to do something.
96	18	43	want	It Ved NP WH to VP	1	True	It wanted someone why to do something.
96	18	44	guess	NP Ved there to VP	7	True	Someone guessed there to be a particular thing in a particular place.
96	18	45	say	NP Ved to VP	7	True	Someone said to do something.
96	18	46	worry	NP Ved about NP	7	True	Someone worried about something.
96	18	47	demand	It Ved NP WH to VP	1	True	It demanded someone where to do something.
96	18	48	love	NP Ved it that S	1	True	Someone loved it that something happened.
96	18	49	deny	NP was Ved that S	3	True	Someone was denied that something happened.
96	18	50	suppose	NP Ved if S notense	1	True	Someone supposed if something happen.
96	18	51	deny	NP Ved to VP	7	True	Someone denied to do something.
96	18	52	hate	S, I V	4	True	Something happened, I hate.
96	18	53	understand	NP Ved WH to VP	6	True	Someone understood why to do something.
96	18	54	demand	It Ved NP WH S	6	True	It demanded someone where something happened.
96	18	55	allow	NP Ved NP	7	True	Someone allowed something.
96	18	56	remember	It Ved NP that S	1	True	It remembered someone that something happened.
96	18	57	hope	NP Ved WH to VP	1	True	Someone hoped where to do something.
96	18	58	bother	It Ved NP WH to VP	7	True	It bothered someone how to do something.
96	18	59	hope	NP Ved to NP that S notense	7	True	Someone hoped to someone that something happen.
96	18	60	remember	It Ved NP WH S	1	True	It remembered someone how something happened.
5	18	1	believe	NP Ved WH S	6	True	Someone believed how something happened.
5	18	2	forbid	NP Ved NP S notense	2	True	Someone forbade someone something happen.
5	18	3	love	NP Ved that S	7	True	Someone loved that something happened.
5	18	4	pretend	It Ved NP WH to VP	1	True	It pretended someone why to do something.
5	18	5	tell	NP Ved NP to VP	7	True	Someone told someone to do something.
5	18	6	forget	NP Ved NP that S notense	1	True	Someone forgot someone that something happen.
5	18	7	imagine	NP Ved it that S notense	2	True	Someone imagined it that something happen.
5	18	8	believe	NP Ved if S	3	True	Someone believed if something happened.
5	18	9	imagine	NP Ved that S notense	5	True	Someone imagined that something happen.
5	18	10	pretend	It Ved NP WH S	1	True	It pretended someone why something happened.
5	18	11	see	S, I V	5	True	Something happened, I see.
5	18	12	amaze	NP Ved NP to VP	1	True	Someone amazed someone to do something.
5	18	13	guess	NP Ved to NP that S	1	True	Someone guessed to someone that something happened.
5	18	14	expect	NP Ved to	6	True	Someone expected to.
5	18	15	hate	NP Ved WH S	7	True	Someone hated why something happened.
5	18	16	realize	It Ved NP that S notense	1	True	It realized someone that something happen.
5	18	17	allow	NP Ved NP S notense	2	True	Someone allowed someone something happen.
5	18	18	need	It Ved NP WH to VP	1	True	It needed someone how to do something.
5	18	19	worry	NP Ved for NP to VP	2	True	Someone worried for someone to do something.
5	18	20	think	It Ved NP that S notense	1	True	It thought someone that something happen.
5	18	21	promise	NP Ved NP about NP	7	True	Someone promised someone about something.
5	18	22	bother	NP was Ved to VP	7	True	Someone was bothered to do something.
5	18	23	see	NP Ved WH S	7	True	Someone saw why something happened.
5	18	24	feel	NP Ved VPing	1	True	Someone felt doing something.
5	18	25	doubt	NP Ved NP NP	1	True	Someone doubted someone something.
5	18	26	forget	NP Ved NP S	1	True	Someone forgot someone something happened.
5	18	27	realize	It Ved NP to VP	1	True	It realized someone to do something.
5	18	28	expect	NP Ved so	6	True	Someone expected so.
5	18	29	tell	NP Ved NP VP	6	True	Someone told someone do something.
5	18	30	promise	NP Ved S	5	True	Someone promised something happened.
5	18	31	doubt	NP Ved	6	True	Someone doubted.
5	18	32	need	NP was Ved to VP	7	True	Someone was needed to do something.
5	18	33	hear	NP was Ved that S notense	1	True	Someone was heard that something happen.
5	18	34	hear	NP Ved WH S	7	True	Someone heard where something happened.
5	18	35	say	NP was Ved that S	1	True	Someone was said that something happened.
5	18	36	forbid	NP Ved NP	7	True	Someone forbade something.
5	18	37	feel	NP Ved NP that S	1	True	Someone felt someone that something happened.
5	18	38	understand	S, NP Ved	6	True	Something happened, someone understood.
5	18	39	want	It Ved NP WH S	1	True	It wanted someone why something happened.
5	18	40	suppose	NP Ved WH to VP	5	True	Someone supposed how to do something.
5	18	41	amaze	NP Ved NP VP	1	True	Someone amazed someone do something.
5	18	42	think	It Ved NP to VP	1	True	It thought someone to do something.
5	18	43	want	It Ved NP WH to VP	1	True	It wanted someone why to do something.
5	18	44	guess	NP Ved there to VP	5	True	Someone guessed there to be a particular thing in a particular place.
5	18	45	say	NP Ved to VP	7	True	Someone said to do something.
5	18	46	worry	NP Ved about NP	7	True	Someone worried about something.
5	18	47	demand	It Ved NP WH to VP	1	True	It demanded someone where to do something.
5	18	48	love	NP Ved it that S	7	True	Someone loved it that something happened.
5	18	49	deny	NP was Ved that S	2	True	Someone was denied that something happened.
5	18	50	suppose	NP Ved if S notense	1	True	Someone supposed if something happen.
5	18	51	deny	NP Ved to VP	5	True	Someone denied to do something.
5	18	52	hate	S, I V	1	True	Something happened, I hate.
5	18	53	understand	NP Ved WH to VP	7	True	Someone understood why to do something.
5	18	54	demand	It Ved NP WH S	2	True	It demanded someone where something happened.
5	18	55	allow	NP Ved NP	7	True	Someone allowed something.
5	18	56	remember	It Ved NP that S	1	True	It remembered someone that something happened.
5	18	57	hope	NP Ved WH to VP	1	True	Someone hoped where to do something.
5	18	58	bother	It Ved NP WH to VP	5	True	It bothered someone how to do something.
5	18	59	hope	NP Ved to NP that S notense	1	True	Someone hoped to someone that something happen.
5	18	60	remember	It Ved NP WH S	1	True	It remembered someone how something happened.
62	18	1	believe	NP Ved WH S	6	True	Someone believed how something happened.
62	18	2	forbid	NP Ved NP S notense	1	True	Someone forbade someone something happen.
62	18	3	love	NP Ved that S	7	True	Someone loved that something happened.
62	18	4	pretend	It Ved NP WH to VP	1	True	It pretended someone why to do something.
62	18	5	tell	NP Ved NP to VP	7	True	Someone told someone to do something.
62	18	6	forget	NP Ved NP that S notense	2	True	Someone forgot someone that something happen.
62	18	7	imagine	NP Ved it that S notense	3	True	Someone imagined it that something happen.
62	18	8	believe	NP Ved if S	6	True	Someone believed if something happened.
62	18	9	imagine	NP Ved that S notense	7	True	Someone imagined that something happen.
62	18	10	pretend	It Ved NP WH S	1	True	It pretended someone why something happened.
62	18	11	see	S, I V	7	True	Something happened, I see.
62	18	12	amaze	NP Ved NP to VP	2	True	Someone amazed someone to do something.
62	18	13	guess	NP Ved to NP that S	2	True	Someone guessed to someone that something happened.
62	18	14	expect	NP Ved to	7	True	Someone expected to.
62	18	15	hate	NP Ved WH S	7	True	Someone hated why something happened.
62	18	16	realize	It Ved NP that S notense	2	True	It realized someone that something happen.
62	18	17	allow	NP Ved NP S notense	1	True	Someone allowed someone something happen.
62	18	18	need	It Ved NP WH to VP	1	True	It needed someone how to do something.
62	18	19	worry	NP Ved for NP to VP	4	True	Someone worried for someone to do something.
62	18	20	think	It Ved NP that S notense	2	True	It thought someone that something happen.
62	18	21	promise	NP Ved NP about NP	4	True	Someone promised someone about something.
62	18	22	bother	NP was Ved to VP	7	True	Someone was bothered to do something.
62	18	23	see	NP Ved WH S	7	True	Someone saw why something happened.
62	18	24	feel	NP Ved VPing	2	True	Someone felt doing something.
62	18	25	doubt	NP Ved NP NP	1	True	Someone doubted someone something.
62	18	26	forget	NP Ved NP S	1	True	Someone forgot someone something happened.
62	18	27	realize	It Ved NP to VP	5	True	It realized someone to do something.
62	18	28	expect	NP Ved so	6	True	Someone expected so.
62	18	29	tell	NP Ved NP VP	7	True	Someone told someone do something.
62	18	30	promise	NP Ved S	7	True	Someone promised something happened.
62	18	31	doubt	NP Ved	7	True	Someone doubted.
62	18	32	need	NP was Ved to VP	7	True	Someone was needed to do something.
62	18	33	hear	NP was Ved that S notense	3	True	Someone was heard that something happen.
62	18	34	hear	NP Ved WH S	6	True	Someone heard where something happened.
62	18	35	say	NP was Ved that S	5	True	Someone was said that something happened.
62	18	36	forbid	NP Ved NP	7	True	Someone forbade something.
62	18	37	feel	NP Ved NP that S	2	True	Someone felt someone that something happened.
62	18	38	understand	S, NP Ved	7	True	Something happened, someone understood.
62	18	39	want	It Ved NP WH S	2	True	It wanted someone why something happened.
62	18	40	suppose	NP Ved WH to VP	7	True	Someone supposed how to do something.
62	18	41	amaze	NP Ved NP VP	5	True	Someone amazed someone do something.
62	18	42	think	It Ved NP to VP	4	True	It thought someone to do something.
62	18	43	want	It Ved NP WH to VP	2	True	It wanted someone why to do something.
62	18	44	guess	NP Ved there to VP	4	True	Someone guessed there to be a particular thing in a particular place.
62	18	45	say	NP Ved to VP	7	True	Someone said to do something.
62	18	46	worry	NP Ved about NP	7	True	Someone worried about something.
62	18	47	demand	It Ved NP WH to VP	3	True	It demanded someone where to do something.
62	18	48	love	NP Ved it that S	7	True	Someone loved it that something happened.
62	18	49	deny	NP was Ved that S	6	True	Someone was denied that something happened.
62	18	50	suppose	NP Ved if S notense	5	True	Someone supposed if something happen.
62	18	51	deny	NP Ved to VP	6	True	Someone denied to do something.
62	18	52	hate	S, I V	6	True	Something happened, I hate.
62	18	53	understand	NP Ved WH to VP	7	True	Someone understood why to do something.
62	18	54	demand	It Ved NP WH S	4	True	It demanded someone where something happened.
62	18	55	allow	NP Ved NP	7	True	Someone allowed something.
62	18	56	remember	It Ved NP that S	5	True	It remembered someone that something happened.
62	18	57	hope	NP Ved WH to VP	4	True	Someone hoped where to do something.
62	18	58	bother	It Ved NP WH to VP	7	True	It bothered someone how to do something.
62	18	59	hope	NP Ved to NP that S notense	6	True	Someone hoped to someone that something happen.
62	18	60	remember	It Ved NP WH S	3	True	It remembered someone how something happened.
54	18	1	believe	NP Ved WH S	7	True	Someone believed how something happened.
54	18	2	forbid	NP Ved NP S notense	2	True	Someone forbade someone something happen.
54	18	3	love	NP Ved that S	7	True	Someone loved that something happened.
54	18	4	pretend	It Ved NP WH to VP	1	True	It pretended someone why to do something.
54	18	5	tell	NP Ved NP to VP	7	True	Someone told someone to do something.
54	18	6	forget	NP Ved NP that S notense	2	True	Someone forgot someone that something happen.
54	18	7	imagine	NP Ved it that S notense	3	True	Someone imagined it that something happen.
54	18	8	believe	NP Ved if S	6	True	Someone believed if something happened.
54	18	9	imagine	NP Ved that S notense	7	True	Someone imagined that something happen.
54	18	10	pretend	It Ved NP WH S	1	True	It pretended someone why something happened.
54	18	11	see	S, I V	1	True	Something happened, I see.
54	18	12	amaze	NP Ved NP to VP	2	True	Someone amazed someone to do something.
54	18	13	guess	NP Ved to NP that S	1	True	Someone guessed to someone that something happened.
54	18	14	expect	NP Ved to	2	True	Someone expected to.
54	18	15	hate	NP Ved WH S	7	True	Someone hated why something happened.
54	18	16	realize	It Ved NP that S notense	1	True	It realized someone that something happen.
54	18	17	allow	NP Ved NP S notense	1	True	Someone allowed someone something happen.
54	18	18	need	It Ved NP WH to VP	2	True	It needed someone how to do something.
54	18	19	worry	NP Ved for NP to VP	2	True	Someone worried for someone to do something.
54	18	20	think	It Ved NP that S notense	1	True	It thought someone that something happen.
54	18	21	promise	NP Ved NP about NP	7	True	Someone promised someone about something.
54	18	22	bother	NP was Ved to VP	3	True	Someone was bothered to do something.
54	18	23	see	NP Ved WH S	7	True	Someone saw why something happened.
54	18	24	feel	NP Ved VPing	2	True	Someone felt doing something.
54	18	25	doubt	NP Ved NP NP	2	True	Someone doubted someone something.
54	18	26	forget	NP Ved NP S	1	True	Someone forgot someone something happened.
54	18	27	realize	It Ved NP to VP	1	True	It realized someone to do something.
54	18	28	expect	NP Ved so	1	True	Someone expected so.
54	18	29	tell	NP Ved NP VP	4	True	Someone told someone do something.
54	18	30	promise	NP Ved S	5	True	Someone promised something happened.
54	18	31	doubt	NP Ved	4	True	Someone doubted.
54	18	32	need	NP was Ved to VP	6	True	Someone was needed to do something.
54	18	33	hear	NP was Ved that S notense	2	True	Someone was heard that something happen.
54	18	34	hear	NP Ved WH S	7	True	Someone heard where something happened.
54	18	35	say	NP was Ved that S	1	True	Someone was said that something happened.
54	18	36	forbid	NP Ved NP	7	True	Someone forbade something.
54	18	37	feel	NP Ved NP that S	1	True	Someone felt someone that something happened.
54	18	38	understand	S, NP Ved	5	True	Something happened, someone understood.
54	18	39	want	It Ved NP WH S	1	True	It wanted someone why something happened.
54	18	40	suppose	NP Ved WH to VP	3	True	Someone supposed how to do something.
54	18	41	amaze	NP Ved NP VP	2	True	Someone amazed someone do something.
54	18	42	think	It Ved NP to VP	1	True	It thought someone to do something.
54	18	43	want	It Ved NP WH to VP	1	True	It wanted someone why to do something.
54	18	44	guess	NP Ved there to VP	6	True	Someone guessed there to be a particular thing in a particular place.
54	18	45	say	NP Ved to VP	7	True	Someone said to do something.
54	18	46	worry	NP Ved about NP	7	True	Someone worried about something.
54	18	47	demand	It Ved NP WH to VP	1	True	It demanded someone where to do something.
54	18	48	love	NP Ved it that S	1	True	Someone loved it that something happened.
54	18	49	deny	NP was Ved that S	3	True	Someone was denied that something happened.
54	18	50	suppose	NP Ved if S notense	3	True	Someone supposed if something happen.
54	18	51	deny	NP Ved to VP	6	True	Someone denied to do something.
54	18	52	hate	S, I V	1	True	Something happened, I hate.
54	18	53	understand	NP Ved WH to VP	6	True	Someone understood why to do something.
54	18	54	demand	It Ved NP WH S	4	True	It demanded someone where something happened.
54	18	55	allow	NP Ved NP	7	True	Someone allowed something.
54	18	56	remember	It Ved NP that S	4	True	It remembered someone that something happened.
54	18	57	hope	NP Ved WH to VP	2	True	Someone hoped where to do something.
54	18	58	bother	It Ved NP WH to VP	5	True	It bothered someone how to do something.
54	18	59	hope	NP Ved to NP that S notense	4	True	Someone hoped to someone that something happen.
54	18	60	remember	It Ved NP WH S	2	True	It remembered someone how something happened.
59	19	1	hate	S, NP Ved	2	True	Something happened, someone hated.
59	19	2	see	NP Ved WH to VP	5	True	Someone saw why to do something.
59	19	3	allow	NP Ved NP that S notense	2	True	Someone allowed someone that something happen.
59	19	4	believe	NP Ved if S notense	1	True	Someone believed if something happen.
59	19	5	feel	NP Ved for NP to VP	4	True	Someone felt for someone to do something.
59	19	6	expect	NP Ved there to VP	6	True	Someone expected there to be a particular thing in a particular place.
59	19	7	see	S, NP Ved	3	True	Something happened, someone saw.
59	19	8	imagine	NP Ved to	2	True	Someone imagined to.
59	19	9	hear	S, I V	5	True	Something happened, I hear.
59	19	10	amaze	NP Ved NP about NP	6	True	Someone amazed someone about something.
59	19	11	understand	It Ved NP WH to VP	2	True	It understood someone how to do something.
59	19	12	forget	NP Ved NP to VP	2	True	Someone forgot someone to do something.
59	19	13	worry	NP Ved if S	6	True	Someone worried if something happened.
59	19	14	guess	NP Ved WH to VP	6	True	Someone guessed where to do something.
59	19	15	doubt	NP Ved NP	7	True	Someone doubted something.
59	19	16	hear	NP Ved WH S	7	True	Someone heard why something happened.
59	19	17	say	NP was Ved that S notense	3	True	Someone was said that something happen.
59	19	18	hate	NP Ved WH to VP	4	True	Someone hated why to do something.
59	19	19	bother	It Ved NP WH S	6	True	It bothered someone how something happened.
59	19	20	feel	NP Ved about NP	4	True	Someone felt about something.
59	19	21	pretend	NP Ved NP NP	2	True	Someone pretended someone something.
59	19	22	remember	It Ved NP to VP	3	True	It remembered someone to do something.
59	19	23	bother	It Ved NP that S	6	True	It bothered someone that something happened.
59	19	24	forget	NP Ved NP VP	2	True	Someone forgot someone do something.
59	19	25	want	NP Ved	5	True	Someone wanted.
59	19	26	hope	NP Ved to VP	7	True	Someone hoped to do something.
59	19	27	deny	NP was Ved that S notense	3	True	Someone was denied that something happen.
59	19	28	tell	NP Ved NP about NP	6	True	Someone told someone about something.
59	19	29	need	It Ved NP that S	2	True	It needed someone that something happened.
59	19	30	think	It Ved NP WH to VP	6	True	It thought someone where to do something.
59	19	31	guess	NP Ved to NP that S notense	5	True	Someone guessed to someone that something happen.
59	19	32	worry	NP Ved WH S	7	True	Someone worried how something happened.
59	19	33	demand	It Ved NP WH S	4	True	It demanded someone why something happened.
59	19	34	amaze	NP Ved S	2	True	Someone amazed something happened.
59	19	35	realize	It Ved NP WH S	2	True	It realized someone where something happened.
59	19	36	love	NP Ved it that S notense	6	True	Someone loved it that something happen.
59	19	37	forbid	NP Ved NP that S notense	3	True	Someone forbade someone that something happen.
59	19	38	think	It Ved NP WH S	2	True	It thought someone where something happened.
59	19	39	believe	NP Ved WH to VP	4	True	Someone believed how to do something.
59	19	40	forbid	NP Ved NP S	2	True	Someone forbade someone something happened.
59	19	41	need	It Ved NP WH S	2	True	It needed someone how something happened.
59	19	42	suppose	NP Ved that S	6	True	Someone supposed that something happened.
59	19	43	remember	It Ved NP that S notense	3	True	It remembered someone that something happen.
59	19	44	hope	NP was Ved that S	7	True	Someone was hoped that something happened.
59	19	45	tell	NP Ved S	3	True	Someone told something happened.
59	19	46	imagine	NP Ved so	6	True	Someone imagined so.
59	19	47	promise	NP Ved NP that S	7	True	Someone promised someone that something happened.
59	19	48	promise	NP Ved VPing	5	True	Someone promised doing something.
59	19	49	demand	It Ved NP WH to VP	2	True	It demanded someone why to do something.
59	19	50	realize	It Ved NP WH to VP	2	True	It realized someone where to do something.
59	19	51	doubt	NP Ved NP S notense	1	True	Someone doubted someone something happen.
59	19	52	expect	NP Ved to NP that S	4	True	Someone expected to someone that something happened.
59	19	53	deny	NP Ved WH S	6	True	Someone denied where something happened.
59	19	54	love	NP Ved that S notense	2	True	Someone loved that something happen.
59	19	55	say	NP Ved WH S	6	True	Someone said where something happened.
59	19	56	allow	NP Ved NP S	2	True	Someone allowed someone something happened.
59	19	57	want	NP Ved NP NP	2	True	Someone wanted someone something.
59	19	58	suppose	NP Ved it that S	4	True	Someone supposed it that something happened.
59	19	59	understand	NP was Ved to VP	6	True	Someone was understood to do something.
59	19	60	pretend	NP Ved	7	True	Someone pretended.
84	19	1	hate	S, NP Ved	2	True	Something happened, someone hated.
84	19	2	see	NP Ved WH to VP	1	True	Someone saw why to do something.
84	19	3	allow	NP Ved NP that S notense	2	True	Someone allowed someone that something happen.
84	19	4	believe	NP Ved if S notense	1	True	Someone believed if something happen.
84	19	5	feel	NP Ved for NP to VP	1	True	Someone felt for someone to do something.
84	19	6	expect	NP Ved there to VP	6	True	Someone expected there to be a particular thing in a particular place.
84	19	7	see	S, NP Ved	4	True	Something happened, someone saw.
84	19	8	imagine	NP Ved to	1	True	Someone imagined to.
84	19	9	hear	S, I V	7	True	Something happened, I hear.
84	19	10	amaze	NP Ved NP about NP	5	True	Someone amazed someone about something.
84	19	11	understand	It Ved NP WH to VP	1	True	It understood someone how to do something.
84	19	12	forget	NP Ved NP to VP	1	True	Someone forgot someone to do something.
84	19	13	worry	NP Ved if S	7	True	Someone worried if something happened.
84	19	14	guess	NP Ved WH to VP	6	True	Someone guessed where to do something.
84	19	15	doubt	NP Ved NP	7	True	Someone doubted something.
84	19	16	hear	NP Ved WH S	7	True	Someone heard why something happened.
84	19	17	say	NP was Ved that S notense	1	True	Someone was said that something happen.
84	19	18	hate	NP Ved WH to VP	1	True	Someone hated why to do something.
84	19	19	bother	It Ved NP WH S	6	True	It bothered someone how something happened.
84	19	20	feel	NP Ved about NP	3	True	Someone felt about something.
84	19	21	pretend	NP Ved NP NP	1	True	Someone pretended someone something.
84	19	22	remember	It Ved NP to VP	1	True	It remembered someone to do something.
84	19	23	bother	It Ved NP that S	7	True	It bothered someone that something happened.
84	19	24	forget	NP Ved NP VP	1	True	Someone forgot someone do something.
84	19	25	want	NP Ved	3	True	Someone wanted.
84	19	26	hope	NP Ved to VP	7	True	Someone hoped to do something.
84	19	27	deny	NP was Ved that S notense	2	True	Someone was denied that something happen.
84	19	28	tell	NP Ved NP about NP	5	True	Someone told someone about something.
84	19	29	need	It Ved NP that S	1	True	It needed someone that something happened.
84	19	30	think	It Ved NP WH to VP	1	True	It thought someone where to do something.
84	19	31	guess	NP Ved to NP that S notense	2	True	Someone guessed to someone that something happen.
84	19	32	worry	NP Ved WH S	5	True	Someone worried how something happened.
84	19	33	demand	It Ved NP WH S	1	True	It demanded someone why something happened.
84	19	34	amaze	NP Ved S	1	True	Someone amazed something happened.
84	19	35	realize	It Ved NP WH S	1	True	It realized someone where something happened.
84	19	36	love	NP Ved it that S notense	7	True	Someone loved it that something happen.
84	19	37	forbid	NP Ved NP that S notense	4	True	Someone forbade someone that something happen.
84	19	38	think	It Ved NP WH S	1	True	It thought someone where something happened.
84	19	39	believe	NP Ved WH to VP	7	True	Someone believed how to do something.
84	19	40	forbid	NP Ved NP S	1	True	Someone forbade someone something happened.
84	19	41	need	It Ved NP WH S	2	True	It needed someone how something happened.
84	19	42	suppose	NP Ved that S	6	True	Someone supposed that something happened.
84	19	43	remember	It Ved NP that S notense	1	True	It remembered someone that something happen.
