verb	frame	polarity	sentence	veridicalitylike	veridicalitynorm
long	NP Ved for NP to VP	positive	Someone longed for a particular thing to happen.	-0.30953217	-0.9158431
deem	NP was Ved to VP[+eventive]	positive	A particular person was deemed to do a particular thing.	-0.34788504	-0.9257734
deem	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t deemed to do a particular thing.	-0.42512324	-0.9257734
sign_up	NP Ved to VP[+eventive]	positive	A particular person signed up to do a particular thing.	-0.63851607	-0.9258524
sign_up	NP Ved to VP[+eventive]	negative	A particular person didn\'t sign up to do a particular thing.	-0.6966387	-0.9258524
deny	NP Ved to VP[-eventive]	negative	A particular person didn\'t deny to have a particular thing.	-0.33679977	-0.925998
deny	NP Ved to VP[-eventive]	positive	A particular person denied to have a particular thing.	-0.54733634	-0.925998
calculate	NP Ved to VP[+eventive]	positive	A particular person calculated to do a particular thing.	-0.1451426	-0.92817694
calculate	NP Ved to VP[+eventive]	negative	A particular person didn\'t calculate to do a particular thing.	-0.36357215	-0.92817694
joke	NP Ved to VP[+eventive]	positive	A particular person joked to do a particular thing.	-0.26828027	-0.9287291
joke	NP Ved to VP[+eventive]	negative	A particular person didn\'t joke to do a particular thing.	-0.19702663	-0.9287291
embellish	NP Ved that S	negative	Someone didn\'t embellish that a particular thing happened	-0.4635898	-0.9288388
embellish	NP Ved that S	positive	Someone embellished that a particular thing happened	-0.9354616	-0.9288388
disagree	NP Ved that S	positive	Someone disagreed that a particular thing happened	-0.19940448	-0.9336927
disagree	NP Ved that S	negative	Someone didn\'t disagree that a particular thing happened	-0.29830799	-0.9336927
beg	NP Ved to VP[-eventive]	positive	A particular person begged to have a particular thing.	-0.47669312	-0.9339134
beg	NP Ved to VP[-eventive]	negative	A particular person didn\'t beg to have a particular thing.	-0.28416264	-0.9339134
stop	NP Ved NP to VP[+eventive]	negative	Someone didn\'t stop a particular person to do a particular thing.	-0.735277	-0.937099
stop	NP Ved NP to VP[+eventive]	positive	Someone stopped a particular person to do a particular thing.	-0.744967	-0.937099
charge	NP Ved that S	positive	Someone charged that a particular thing happened	-0.3046792	-0.93746734
charge	NP Ved that S	negative	Someone didn\'t charge that a particular thing happened	-0.13231033	-0.93746734
invite	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t invited to do a particular thing.	-0.65703017	-0.9381848
invite	NP was Ved to VP[+eventive]	positive	A particular person was invited to do a particular thing.	-0.64602375	-0.9381848
reject	NP Ved that S	negative	Someone didn\'t reject that a particular thing happened	-0.3107265	-0.93825996
reject	NP Ved that S	positive	Someone rejected that a particular thing happened	-0.5965511	-0.93825996
consult	NP was Ved to VP[+eventive]	positive	A particular person was consulted to do a particular thing.	-0.1674504	-0.9399127
consult	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t consulted to do a particular thing.	-0.4168632	-0.9399127
signal	NP was Ved to VP[+eventive]	positive	A particular person was signalled to do a particular thing.	-0.26934806	-0.9443671
signal	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t signalled to do a particular thing.	-0.4231454	-0.9443671
interview	NP was Ved to VP[+eventive]	positive	A particular person was interviewed to do a particular thing.	-0.4155893	-0.94440264
interview	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t interviewed to do a particular thing.	-0.3454565	-0.94440264
recruit	NP was Ved to VP[+eventive]	positive	A particular person was recruited to do a particular thing.	-0.47912934	-0.9453832
recruit	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t recruited to do a particular thing.	-0.5191058	-0.9453832
probe	NP Ved for NP to VP	positive	Someone probed for a particular thing to happen.	-0.16802959	-0.9491113
probe	NP Ved for NP to VP	negative	Someone didn\'t probe for a particular thing to happen.	-0.3567383	-0.9491113
convince	NP was Ved that S	positive	Someone was convinced that a particular thing happened	-0.36535588	-0.9545174
convince	NP was Ved that S	negative	Someone wasn\'t convinced that a particular thing happened	-0.17688029	-0.9545174
decline	NP Ved to VP[-eventive]	negative	A particular person didn\'t decline to have a particular thing.	-1.0841554	-0.95497555
decline	NP Ved to VP[-eventive]	positive	A particular person declined to have a particular thing.	-1.0400664	-0.95497555
motivate	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t motivated to do a particular thing.	-0.4567011	-0.95755184
motivate	NP was Ved to VP[+eventive]	positive	A particular person was motivated to do a particular thing.	-0.19800629	-0.95755184
venture	NP Ved to VP[+eventive]	negative	A particular person didn\'t venture to do a particular thing.	-0.93884987	-0.95865864
venture	NP Ved to VP[+eventive]	positive	A particular person ventured to do a particular thing.	-0.9023449	-0.95865864
jest	NP Ved that S	negative	Someone didn\'t jest that a particular thing happened	-0.36367756	-0.96335346
jest	NP Ved that S	positive	Someone jested that a particular thing happened	-0.60258853	-0.96335346
appoint	NP Ved NP to VP[+eventive]	positive	Someone appointed a particular person to do a particular thing.	-0.19624865	-0.9682326
appoint	NP Ved NP to VP[+eventive]	negative	Someone didn\'t appoint a particular person to do a particular thing.	-0.3835274	-0.9682326
muse	NP Ved for NP to VP	positive	Someone mused for a particular thing to happen.	-0.27397984	-0.9696196
muse	NP Ved for NP to VP	negative	Someone didn\'t muse for a particular thing to happen.	-0.20266499	-0.9696196
hint	NP was Ved to VP[-eventive]	positive	A particular person was hinted to have a particular thing.	-0.1521939	-0.96984905
hint	NP was Ved to VP[-eventive]	negative	A particular person wasn\'t hinted to have a particular thing.	-0.3844485	-0.96984905
suspect	NP Ved that S	negative	Someone didn\'t suspect that a particular thing happened	-0.28487656	-0.97020745
suspect	NP Ved that S	positive	Someone suspected that a particular thing happened	-0.2648377	-0.97020745
bullshit	NP Ved NP to VP[-eventive]	negative	Someone didn\'t bullshit a particular person to have a particular thing.	-0.6004157	-0.97232056
bullshit	NP Ved NP to VP[-eventive]	positive	Someone bullshitted a particular person to have a particular thing.	-0.64651895	-0.97232056
prophesy	NP Ved that S	negative	Someone didn\'t prophesy that a particular thing happened	-0.28157428	-0.9745127
prophesy	NP Ved that S	positive	Someone prophesied that a particular thing happened	-0.36700594	-0.9745127
imagine	NP Ved NP to VP[-eventive]	negative	Someone didn\'t imagine a particular person to have a particular thing.	-0.33154625	-0.9792113
imagine	NP Ved NP to VP[-eventive]	positive	Someone imagined a particular person to have a particular thing.	-0.3707273	-0.9792113
envision	NP Ved to VP[-eventive]	negative	A particular person didn\'t envision to have a particular thing.	-0.28192818	-0.9804503
envision	NP Ved to VP[-eventive]	positive	A particular person envisioned to have a particular thing.	-0.3773318	-0.9804503
phone	NP was Ved to VP[+eventive]	positive	A particular person was phoned to do a particular thing.	-0.3686636	-0.9808191
phone	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t phoned to do a particular thing.	-0.5929246	-0.9808191
muse	NP Ved to VP[-eventive]	positive	A particular person mused to have a particular thing.	-0.50185835	-0.98422885
muse	NP Ved to VP[-eventive]	negative	A particular person didn\'t muse to have a particular thing.	-0.3108962	-0.98422885
recommend	NP was Ved to VP[-eventive]	negative	A particular person wasn\'t recommended to have a particular thing.	-0.36274734	-0.9843702
recommend	NP was Ved to VP[-eventive]	positive	A particular person was recommended to have a particular thing.	-0.26483357	-0.9843702
stop	NP Ved to VP[+eventive]	positive	A particular person stopped to do a particular thing.	-0.77790976	-0.9874121
stop	NP Ved to VP[+eventive]	negative	A particular person didn\'t stop to do a particular thing.	-0.54116017	-0.9874121
stipulate	NP Ved that S	positive	Someone stipulated that a particular thing happened	-0.3920591	-0.9875428
stipulate	NP Ved that S	negative	Someone didn\'t stipulate that a particular thing happened	-0.4608989	-0.9875428
type	NP Ved that S	positive	Someone typed that a particular thing happened	-0.3415589	-0.98757154
type	NP Ved that S	negative	Someone didn\'t type that a particular thing happened	-0.23886137	-0.98757154
envision	NP was Ved to VP[+eventive]	positive	A particular person was envisioned to do a particular thing.	-0.4954664	-0.99221796
envision	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t envisioned to do a particular thing.	-0.22281043	-0.99221796
envision	NP was Ved to VP[-eventive]	negative	A particular person wasn\'t envisioned to have a particular thing.	-0.28280014	-0.9924697
envision	NP was Ved to VP[-eventive]	positive	A particular person was envisioned to have a particular thing.	-0.25089577	-0.9924697
compete	NP Ved to VP[+eventive]	negative	A particular person didn\'t compete to do a particular thing.	-0.720502	-0.9970387
compete	NP Ved to VP[+eventive]	positive	A particular person competed to do a particular thing.	-0.65870124	-0.9970387
quip	NP Ved that S	negative	Someone didn\'t quip that a particular thing happened	-0.1866371	-0.99822086
quip	NP Ved that S	positive	Someone quipped that a particular thing happened	-0.29882008	-0.99822086
register	NP was Ved to VP[+eventive]	positive	A particular person was registered to do a particular thing.	-0.25668585	-0.9989843
register	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t registered to do a particular thing.	-0.29731363	-0.9989843
yelp	NP Ved to VP[+eventive]	negative	A particular person didn\'t yelp to do a particular thing.	-0.28336105	-1.0000666
yelp	NP Ved to VP[+eventive]	positive	A particular person yelped to do a particular thing.	-0.37349215	-1.0000666
offer	NP was Ved to VP[-eventive]	negative	A particular person wasn\'t offered to have a particular thing.	-0.5397071	-1.0009488
offer	NP was Ved to VP[-eventive]	positive	A particular person was offered to have a particular thing.	-0.28380653	-1.0009488
be	NP Ved to VP[+eventive]	negative	A particular person didn\'t be to do a particular thing.	-0.6551323	-1.0062782
be	NP Ved to VP[+eventive]	positive	A particular person were to do a particular thing.	-0.27294257	-1.0062782
ask	NP Ved NP to VP[+eventive]	positive	Someone asked a particular person to do a particular thing.	-0.32557282	-1.0088996
ask	NP Ved NP to VP[+eventive]	negative	Someone didn\'t ask a particular person to do a particular thing.	-0.37107223	-1.0088996
need	NP Ved to VP[-eventive]	negative	A particular person didn\'t need to have a particular thing.	-0.3623172	-1.0098436
need	NP Ved to VP[-eventive]	positive	A particular person needed to have a particular thing.	-0.32470196	-1.0098436
desire	NP Ved that S	negative	Someone didn\'t desire that a particular thing happened	-0.38364068	-1.0105103
desire	NP Ved that S	positive	Someone desired that a particular thing happened	-0.67251915	-1.0105103
go	NP Ved to VP[+eventive]	negative	A particular person didn\'t go to do a particular thing.	-0.80906636	-1.0129479
go	NP Ved to VP[+eventive]	positive	A particular person went to do a particular thing.	-0.91250825	-1.0129479
request	NP Ved to VP[-eventive]	negative	A particular person didn\'t request to have a particular thing.	-0.16613628	-1.014041
request	NP Ved to VP[-eventive]	positive	A particular person requested to have a particular thing.	-0.24547493	-1.014041
calculate	NP was Ved to VP[-eventive]	positive	A particular person was calculated to have a particular thing.	-0.21280535	-1.01651
calculate	NP was Ved to VP[-eventive]	negative	A particular person wasn\'t calculated to have a particular thing.	-0.35351196	-1.01651
muse	NP Ved that S	positive	Someone mused that a particular thing happened	-0.35149178	-1.0166048
muse	NP Ved that S	negative	Someone didn\'t muse that a particular thing happened	-0.3370684	-1.0166048
elect	NP Ved NP to VP[+eventive]	negative	Someone didn\'t elect a particular person to do a particular thing.	-0.6569461	-1.0199994
elect	NP Ved NP to VP[+eventive]	positive	Someone elected a particular person to do a particular thing.	-0.43112248	-1.0199994
desire	NP Ved to VP[+eventive]	positive	A particular person desired to do a particular thing.	-0.23617989	-1.0232694
desire	NP Ved to VP[+eventive]	negative	A particular person didn\'t desire to do a particular thing.	-0.4520551	-1.0232694
mean	NP was Ved to VP[+eventive]	positive	A particular person was meant to do a particular thing.	-0.25310758	-1.0265934
mean	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t meant to do a particular thing.	-0.36625135	-1.0265934
fear	NP Ved that S	positive	Someone feared that a particular thing happened	-0.33728778	-1.0267316
fear	NP Ved that S	negative	Someone didn\'t fear that a particular thing happened	-0.30141833	-1.0267316
inquire	NP Ved for NP to VP	positive	Someone inquired for a particular thing to happen.	-0.28274924	-1.0292535
inquire	NP Ved for NP to VP	negative	Someone didn\'t inquire for a particular thing to happen.	-0.44414312	-1.0292535
tickle	NP Ved NP to VP[+eventive]	positive	Someone tickled a particular person to do a particular thing.	-0.38580537	-1.0309032
tickle	NP Ved NP to VP[+eventive]	negative	Someone didn\'t tickle a particular person to do a particular thing.	-0.42148566	-1.0309032
scream	NP Ved to VP[+eventive]	positive	A particular person screamed to do a particular thing.	-0.26972845	-1.0327655
scream	NP Ved to VP[+eventive]	negative	A particular person didn\'t scream to do a particular thing.	-0.36534262	-1.0327655
seek	NP Ved NP to VP[+eventive]	negative	Someone didn\'t seek a particular person to do a particular thing.	-0.37696135	-1.0329423
seek	NP Ved NP to VP[+eventive]	positive	Someone sought a particular person to do a particular thing.	-0.26190174	-1.0329423
vote	NP Ved to VP[+eventive]	negative	A particular person didn\'t vote to do a particular thing.	-0.4262613	-1.0363083
vote	NP Ved to VP[+eventive]	positive	A particular person voted to do a particular thing.	-0.32702035	-1.0363083
approach	NP was Ved to VP[+eventive]	positive	A particular person was approached to do a particular thing.	-0.5715039	-1.0371666
approach	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t approached to do a particular thing.	-0.5939979	-1.0371666
design	NP Ved to VP[+eventive]	negative	A particular person didn\'t design to do a particular thing.	-0.31075293	-1.0458529
design	NP Ved to VP[+eventive]	positive	A particular person designed to do a particular thing.	-0.34831503	-1.0458529
inform	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t informed to do a particular thing.	-0.37206447	-1.0458652
inform	NP was Ved to VP[+eventive]	positive	A particular person was informed to do a particular thing.	-0.2814425	-1.0458652
prompt	NP Ved NP to VP[-eventive]	negative	Someone didn\'t prompt a particular person to have a particular thing.	-0.3452737	-1.0488294
prompt	NP Ved NP to VP[-eventive]	positive	Someone prompted a particular person to have a particular thing.	-0.15710492	-1.0488294
alert	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t alerted to do a particular thing.	-0.51098454	-1.0505654
alert	NP was Ved to VP[+eventive]	positive	A particular person was alerted to do a particular thing.	-0.40885016	-1.0505654
assign	NP was Ved to VP[+eventive]	positive	A particular person was assigned to do a particular thing.	-0.35366464	-1.0516076
assign	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t assigned to do a particular thing.	-0.37565517	-1.0516076
prepare	NP Ved NP to VP[+eventive]	negative	Someone didn\'t prepare a particular person to do a particular thing.	-0.32991475	-1.0519294
prepare	NP Ved NP to VP[+eventive]	positive	Someone prepared a particular person to do a particular thing.	-0.20458436	-1.0519294
remember	NP Ved to VP[+eventive]	negative	A particular person didn\'t remember to do a particular thing.	-0.8540971	-1.0520145
remember	NP Ved to VP[+eventive]	positive	A particular person remembered to do a particular thing.	-0.9822806	-1.0520145
phone	NP Ved NP to VP[+eventive]	positive	Someone phoned a particular person to do a particular thing.	-0.41365522	-1.0558807
phone	NP Ved NP to VP[+eventive]	negative	Someone didn\'t phone a particular person to do a particular thing.	-0.53751713	-1.0558807
approach	NP Ved NP to VP[+eventive]	negative	Someone didn\'t approach a particular person to do a particular thing.	-0.37465236	-1.0574346
approach	NP Ved NP to VP[+eventive]	positive	Someone approached a particular person to do a particular thing.	-0.2550442	-1.0574346
undertake	NP Ved to VP[+eventive]	positive	A particular person undertook to do a particular thing.	-0.5447014	-1.0610967
undertake	NP Ved to VP[+eventive]	negative	A particular person didn\'t undertake to do a particular thing.	-0.66158587	-1.0610967
implore	NP Ved NP to VP[-eventive]	negative	Someone didn\'t implore a particular person to have a particular thing.	-0.4118466	-1.0618092
implore	NP Ved NP to VP[-eventive]	positive	Someone implored a particular person to have a particular thing.	-0.25496632	-1.0618092
disbelieve	NP Ved that S	positive	Someone disbelieved that a particular thing happened	-0.22902195	-1.0644243
disbelieve	NP Ved that S	negative	Someone didn\'t disbelieve that a particular thing happened	-0.12991874	-1.0644243
debate	NP Ved that S	positive	Someone debated that a particular thing happened	-0.255296	-1.0678893
debate	NP Ved that S	negative	Someone didn\'t debate that a particular thing happened	-0.33467922	-1.0678893
anticipate	NP Ved to VP[+eventive]	positive	A particular person anticipated to do a particular thing.	-0.4293366	-1.06948
anticipate	NP Ved to VP[+eventive]	negative	A particular person didn\'t anticipate to do a particular thing.	-0.35800296	-1.06948
misjudge	NP Ved NP to VP[-eventive]	negative	Someone didn\'t misjudge a particular person to have a particular thing.	-0.4546129	-1.0757204
misjudge	NP Ved NP to VP[-eventive]	positive	Someone misjudged a particular person to have a particular thing.	-0.6037235	-1.0757204
hallucinate	NP Ved that S	positive	Someone hallucinated that a particular thing happened	-1.1166946	-1.0771564
hallucinate	NP Ved that S	negative	Someone didn\'t hallucinate that a particular thing happened	-0.7944414	-1.0771564
notify	NP Ved NP to VP[+eventive]	positive	Someone notified a particular person to do a particular thing.	-0.39896336	-1.0780464
notify	NP Ved NP to VP[+eventive]	negative	Someone didn\'t notify a particular person to do a particular thing.	-0.54404646	-1.0780464
hire	NP Ved NP to VP[+eventive]	negative	Someone didn\'t hire a particular person to do a particular thing.	-0.5753601	-1.0827044
hire	NP Ved NP to VP[+eventive]	positive	Someone hired a particular person to do a particular thing.	-0.60369194	-1.0827044
surmise	NP Ved that S	negative	Someone didn\'t surmise that a particular thing happened	-0.3439629	-1.0870689
surmise	NP Ved that S	positive	Someone surmised that a particular thing happened	-0.37336454	-1.0870689
help	NP Ved to VP[+eventive]	negative	A particular person didn\'t help to do a particular thing.	-0.7992039	-1.0871261
help	NP Ved to VP[+eventive]	positive	A particular person helped to do a particular thing.	-1.0023907	-1.0871261
challenge	NP Ved that S	negative	Someone didn\'t challenge that a particular thing happened	-0.44238856	-1.0893192
challenge	NP Ved that S	positive	Someone challenged that a particular thing happened	-0.2533812	-1.0893192
picket	NP Ved to VP[+eventive]	negative	A particular person didn\'t picket to do a particular thing.	-0.38089848	-1.0920303
picket	NP Ved to VP[+eventive]	positive	A particular person picketed to do a particular thing.	-0.32688025	-1.0920303
interpret	NP was Ved to VP[-eventive]	positive	A particular person was interpreted to have a particular thing.	-0.2391774	-1.0954609
interpret	NP was Ved to VP[-eventive]	negative	A particular person wasn\'t interpreted to have a particular thing.	-0.34355053	-1.0954609
forecast	NP Ved that S	positive	Someone forecasted that a particular thing happened	-0.1286613	-1.0988277
forecast	NP Ved that S	negative	Someone didn\'t forecast that a particular thing happened	-0.47723833	-1.0988277
reason_out	NP Ved that S	positive	Someone reasoned out that a particular thing happened	-0.4707904	-1.1002591
reason_out	NP Ved that S	negative	Someone didn\'t reason out that a particular thing happened	-0.24643245	-1.1002591
decide	NP Ved that S	positive	Someone decided that a particular thing happened	-0.32097417	-1.1008282
decide	NP Ved that S	negative	Someone didn\'t decide that a particular thing happened	-0.19967934	-1.1008282
daydream	NP Ved for NP to VP	positive	Someone daydreamed for a particular thing to happen.	-0.7856238	-1.107593
daydream	NP Ved for NP to VP	negative	Someone didn\'t daydream for a particular thing to happen.	-0.29037234	-1.107593
argue	NP Ved that S	negative	Someone didn\'t argue that a particular thing happened	-0.45302656	-1.1076092
argue	NP Ved that S	positive	Someone argued that a particular thing happened	-0.21175729	-1.1076092
remain	NP Ved to VP[+eventive]	positive	A particular person remained to do a particular thing.	-0.9206391	-1.1079814
remain	NP Ved to VP[+eventive]	negative	A particular person didn\'t remain to do a particular thing.	-0.76470786	-1.1079814
envision	NP Ved NP to VP[+eventive]	positive	Someone envisioned a particular person to do a particular thing.	-0.40473744	-1.112762
envision	NP Ved NP to VP[+eventive]	negative	Someone didn\'t envision a particular person to do a particular thing.	-0.3583704	-1.112762
figure	NP Ved that S	positive	Someone figured that a particular thing happened	-0.38421226	-1.112997
figure	NP Ved that S	negative	Someone didn\'t figure that a particular thing happened	-0.34593004	-1.112997
imply	NP Ved to VP[+eventive]	negative	A particular person didn\'t imply to do a particular thing.	-0.310993	-1.1147112
imply	NP Ved to VP[+eventive]	positive	A particular person implied to do a particular thing.	-0.40033516	-1.1147112
forget	NP Ved to VP[-eventive]	positive	A particular person forgot to have a particular thing.	-1.1043593	-1.1257786
forget	NP Ved to VP[-eventive]	negative	A particular person didn\'t forget to have a particular thing.	-1.2781078	-1.1257786
oppose	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t opposed to do a particular thing.	-0.40148878	-1.1338553
oppose	NP was Ved to VP[+eventive]	positive	A particular person was opposed to do a particular thing.	-0.39547032	-1.1338553
bug	NP Ved NP to VP[+eventive]	negative	Someone didn\'t bug a particular person to do a particular thing.	-0.42357242	-1.1341424
bug	NP Ved NP to VP[+eventive]	positive	Someone bugged a particular person to do a particular thing.	-0.29794988	-1.1341424
quote	NP was Ved that S	positive	Someone was quoted that a particular thing happened	-0.3473364	-1.1365559
quote	NP was Ved that S	negative	Someone wasn\'t quoted that a particular thing happened	-0.2651619	-1.1365559
negotiate	NP Ved that S	negative	Someone didn\'t negotiate that a particular thing happened	-0.24769822	-1.1388777
negotiate	NP Ved that S	positive	Someone negotiated that a particular thing happened	-0.2830651	-1.1388777
yell	NP Ved to VP[+eventive]	positive	A particular person yelled to do a particular thing.	-0.32783574	-1.1391302
yell	NP Ved to VP[+eventive]	negative	A particular person didn\'t yell to do a particular thing.	-0.33313343	-1.1391302
say	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t said to do a particular thing.	-0.42500386	-1.1415812
say	NP was Ved to VP[+eventive]	positive	A particular person was said to do a particular thing.	-0.18251202	-1.1415812
assure	NP was Ved that S	negative	Someone wasn\'t assured that a particular thing happened	-0.257554	-1.1437639
assure	NP was Ved that S	positive	Someone was assured that a particular thing happened	-0.5220568	-1.1437639
long	NP Ved to VP[+eventive]	positive	A particular person longed to do a particular thing.	-0.44507042	-1.1445671
long	NP Ved to VP[+eventive]	negative	A particular person didn\'t long to do a particular thing.	-0.26597378	-1.1445671
gab	NP Ved NP to VP[+eventive]	positive	Someone gabbed a particular person to do a particular thing.	-0.33154273	-1.1483337
gab	NP Ved NP to VP[+eventive]	negative	Someone didn\'t gab a particular person to do a particular thing.	-0.5243289	-1.1483337
pray	NP Ved to VP[-eventive]	positive	A particular person prayed to have a particular thing.	-0.5865217	-1.1490242
pray	NP Ved to VP[-eventive]	negative	A particular person didn\'t pray to have a particular thing.	-0.42204314	-1.1490242
deny	NP Ved that S	negative	Someone didn\'t deny that a particular thing happened	-0.43217763	-1.1521116
deny	NP Ved that S	positive	Someone denied that a particular thing happened	-0.55238223	-1.1521116
motivate	NP was Ved to VP[-eventive]	positive	A particular person was motivated to have a particular thing.	-0.15798432	-1.1531091
motivate	NP was Ved to VP[-eventive]	negative	A particular person wasn\'t motivated to have a particular thing.	-0.33470798	-1.1531091
need	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t needed to do a particular thing.	-0.4288588	-1.1580266
need	NP was Ved to VP[+eventive]	positive	A particular person was needed to do a particular thing.	-0.26465064	-1.1580266
hunger	NP Ved to VP[+eventive]	positive	A particular person hungered to do a particular thing.	-0.43606913	-1.1604526
hunger	NP Ved to VP[+eventive]	negative	A particular person didn\'t hunger to do a particular thing.	-0.4007334	-1.1604526
dare	NP Ved for NP to VP	positive	Someone dared for a particular thing to happen.	-0.26861757	-1.1640215
dare	NP Ved for NP to VP	negative	Someone didn\'t dare for a particular thing to happen.	-0.49363735	-1.1640215
deem	NP Ved to VP[-eventive]	positive	A particular person deemed to have a particular thing.	-0.7259735	-1.1647832
deem	NP Ved to VP[-eventive]	negative	A particular person didn\'t deem to have a particular thing.	-0.627484	-1.1647832
decline	NP was Ved to VP[-eventive]	negative	A particular person wasn\'t declined to have a particular thing.	-0.6117313	-1.1655638
decline	NP was Ved to VP[-eventive]	positive	A particular person was declined to have a particular thing.	-0.6389308	-1.1655638
fantasize	NP was Ved to VP[-eventive]	negative	A particular person wasn\'t fantasized to have a particular thing.	-0.52694094	-1.1708192
fantasize	NP was Ved to VP[-eventive]	positive	A particular person was fantasized to have a particular thing.	-0.7026127	-1.1708192
tease	NP Ved that S	negative	Someone didn\'t tease that a particular thing happened	-0.32507026	-1.1748431
tease	NP Ved that S	positive	Someone teased that a particular thing happened	-0.6349441	-1.1748431
concur	NP Ved to VP[+eventive]	negative	A particular person didn\'t concur to do a particular thing.	-0.38168406	-1.1794133
concur	NP Ved to VP[+eventive]	positive	A particular person concurred to do a particular thing.	-0.23772964	-1.1794133
try	NP Ved to VP[-eventive]	positive	A particular person tried to have a particular thing.	-0.3004123	-1.1824772
try	NP Ved to VP[-eventive]	negative	A particular person didn\'t try to have a particular thing.	-0.41021532	-1.1824772
communicate	NP Ved for NP to VP	negative	Someone didn\'t communicate for a particular thing to happen.	-0.43532085	-1.1826352
communicate	NP Ved for NP to VP	positive	Someone communicated for a particular thing to happen.	-0.21307065	-1.1826352
pine	NP Ved to VP[-eventive]	negative	A particular person didn\'t pine to have a particular thing.	-0.2924866	-1.183213
pine	NP Ved to VP[-eventive]	positive	A particular person pined to have a particular thing.	-0.95776457	-1.183213
believe	NP Ved that S	negative	Someone didn\'t believe that a particular thing happened	-0.24840333	-1.1882768
believe	NP Ved that S	positive	Someone believed that a particular thing happened	-0.44933322	-1.1882768
tempt	NP was Ved to VP[+eventive]	positive	A particular person was tempted to do a particular thing.	-0.55537117	-1.1989263
tempt	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t tempted to do a particular thing.	-0.4757012	-1.1989263
promise	NP Ved that S	negative	Someone didn\'t promise that a particular thing happened	-0.1692165	-1.2026173
promise	NP Ved that S	positive	Someone promised that a particular thing happened	-0.5126925	-1.2026173
indict	NP Ved that S	negative	Someone didn\'t indict that a particular thing happened	-0.3679319	-1.2042711
indict	NP Ved that S	positive	Someone indicted that a particular thing happened	-0.34243932	-1.2042711
sign_up	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t signed up to do a particular thing.	-0.35022363	-1.2086297
sign_up	NP was Ved to VP[+eventive]	positive	A particular person was signed up to do a particular thing.	-0.27279517	-1.2086297
want	NP Ved to VP[-eventive]	positive	A particular person wanted to have a particular thing.	-0.4438417	-1.2111801
want	NP Ved to VP[-eventive]	negative	A particular person didn\'t want to have a particular thing.	-0.4019185	-1.2111801
prepare	NP was Ved to VP[+eventive]	positive	A particular person was prepared to do a particular thing.	-0.26422763	-1.2193891
prepare	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t prepared to do a particular thing.	-0.46477327	-1.2193891
will	NP Ved that S	negative	Someone didn\'t will that a particular thing happened	-0.15208784	-1.2212994
will	NP Ved that S	positive	Someone willed that a particular thing happened	-0.15208784	-1.2212994
choose	NP was Ved to VP[+eventive]	positive	A particular person was chosen to do a particular thing.	-0.8598113	-1.2217157
choose	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t chosen to do a particular thing.	-0.67763734	-1.2217157
try	NP Ved for NP to VP	positive	Someone tried for a particular thing to happen.	-0.26555404	-1.2232312
try	NP Ved for NP to VP	negative	Someone didn\'t try for a particular thing to happen.	-0.55700505	-1.2232312
hint	NP Ved that S	negative	Someone didn\'t hint that a particular thing happened	-0.28680584	-1.2236105
hint	NP Ved that S	positive	Someone hinted that a particular thing happened	-0.2585184	-1.2236105
aim	NP Ved to VP[-eventive]	positive	A particular person aimed to have a particular thing.	-0.3851988	-1.2322601
aim	NP Ved to VP[-eventive]	negative	A particular person didn\'t aim to have a particular thing.	-0.5339449	-1.2322601
implore	NP Ved that S	positive	Someone implored that a particular thing happened	-0.19344424	-1.2324593
implore	NP Ved that S	negative	Someone didn\'t implore that a particular thing happened	-0.13190341	-1.2324593
warrant	NP Ved that S	negative	Someone didn\'t warrant that a particular thing happened	-0.25538954	-1.2490848
warrant	NP Ved that S	positive	Someone warranted that a particular thing happened	-0.43484607	-1.2490848
seek	NP Ved to VP[+eventive]	positive	A particular person sought to do a particular thing.	-0.16255082	-1.2491192
seek	NP Ved to VP[+eventive]	negative	A particular person didn\'t seek to do a particular thing.	-0.36857668	-1.2491192
feel	NP Ved that S	negative	Someone didn\'t feel that a particular thing happened	-0.3239989	-1.2505344
feel	NP Ved that S	positive	Someone felt that a particular thing happened	-0.20334572	-1.2505344
