participant	list	presentationorder	verb	frame	tense	sentence	response	nativeenglish	version
22	0	11	study	NP V whether S	present	Someone studies whether something happened.	7.0	True	2
9	0	8	study	NP V whether S	present	Someone studies whether something happened.	7.0	True	2
14	0	17	study	NP V whether S	present	Someone studies whether something happened.	6.0	True	2
28	0	36	study	NP V whether S	present	Someone studies whether something happened.	5.0	True	2
35	0	5	study	NP V whether S	present	Someone studies whether something happened.	7.0	True	2
23	0	44	study	NP V whether S	present	Someone studies whether something happened.	6.0	True	2
44	0	41	stump	NP be V whether S	past	Someone was stumped whether something happened.	6.0	True	1
10	0	37	stump	NP be V whether S	past	Someone was stumped whether something happened.	6.0	True	1
33	0	16	stump	NP be V whether S	past	Someone was stumped whether something happened.	7.0	True	1
24	0	1	stump	NP be V whether S	past	Someone was stumped whether something happened.	4.0	True	1
2	0	11	stump	NP be V whether S	past	Someone was stumped whether something happened.	7.0	True	1
47	0	15	stump	NP be V whether S	past	Someone was stumped whether something happened.	7.0	True	1
17	0	2	stump	NP be V whether S	past	Someone was stumped whether something happened.	5.0	True	1
43	0	1	stump	NP be V whether S	past	Someone was stumped whether something happened.	5.0	True	1
20	0	2	stump	NP be V whether S	past	Someone was stumped whether something happened.	5.0	True	1
42	0	17	stump	NP be V whether S	past	Someone was stumped whether something happened.	4.0	True	1
34	0	48	stump	NP be V whether S	past	Someone was stumped whether something happened.	6.0	True	1
11	0	41	stump	NP be V whether S	past	Someone was stumped whether something happened.	7.0	True	1
5	0	40	stump	NP be V whether S	past	Someone was stumped whether something happened.	7.0	True	1
38	0	11	stump	NP be V whether S	past	Someone was stumped whether something happened.	7.0	True	1
0	0	1	stump	NP be V whether S	past	Someone was stumped whether something happened.	4.0	True	1
48	0	15	stump	NP be V whether S	past	Someone was stumped whether something happened.	7.0	True	1
37	0	16	stump	NP be V whether S	past	Someone was stumped whether something happened.	7.0	True	1
26	0	43	stump	NP be V whether S	past	Someone was stumped whether something happened.	7.0	True	1
29	0	44	stump	NP be V whether S	past	Someone was stumped whether something happened.	6.0	True	1
46	0	9	stump	NP be V whether S	past	Someone was stumped whether something happened.	7.0	True	1
1	0	17	stump	NP be V whether S	past	Someone was stumped whether something happened.	4.0	True	1
32	0	29	stump	NP be V whether S	past	Someone was stumped whether something happened.	7.0	True	1
7	0	1	stump	NP be V whether S	past	Someone was stumped whether something happened.	5.0	True	1
36	0	6	stump	NP be V whether S	past	Someone was stumped whether something happened.	7.0	True	1
49	0	18	stump	NP be V whether S	past	Someone was stumped whether something happened.	4.0	True	1
15	0	12	stump	NP be V whether S	past	Someone was stumped whether something happened.	6.0	True	1
21	0	4	stump	NP be V whether S	past	Someone was stumped whether something happened.	5.0	True	1
45	0	37	stump	NP be V whether S	past	Someone was stumped whether something happened.	7.0	True	1
30	0	1	stump	NP be V whether S	past	Someone was stumped whether something happened.	6.0	True	1
16	0	3	stump	NP be V whether S	past	Someone was stumped whether something happened.	7.0	True	1
6	0	34	stump	NP be V whether S	past	Someone was stumped whether something happened.	6.0	True	1
31	0	17	stump	NP be V whether S	past	Someone was stumped whether something happened.	1.0	True	1
12	0	25	stump	NP be V whether S	past	Someone was stumped whether something happened.	7.0	True	1
18	0	7	stump	NP be V whether S	past	Someone was stumped whether something happened.	4.0	True	1
41	0	38	stump	NP be V whether S	past	Someone was stumped whether something happened.	6.0	True	1
3	0	38	stump	NP be V whether S	past	Someone was stumped whether something happened.	7.0	True	1
4	0	34	stump	NP be V whether S	past	Someone was stumped whether something happened.	4.0	True	1
39	0	24	stump	NP be V whether S	past	Someone was stumped whether something happened.	5.0	True	1
19	0	25	stump	NP be V whether S	past	Someone was stumped whether something happened.	6.0	True	1
25	0	14	stump	NP be V whether S	past	Someone was stumped whether something happened.	5.0	True	1
8	0	5	stump	NP be V whether S	past	Someone was stumped whether something happened.	4.0	True	1
27	0	40	stump	NP be V whether S	past	Someone was stumped whether something happened.	7.0	True	1
40	0	2	stump	NP be V whether S	past	Someone was stumped whether something happened.	3.0	True	1
13	0	45	stump	NP be V whether S	past	Someone was stumped whether something happened.	7.0	True	1
22	0	12	stump	NP be V whether S	past	Someone was stumped whether something happened.	7.0	True	1
9	0	1	stump	NP be V whether S	past	Someone was stumped whether something happened.	7.0	True	1
14	0	50	stump	NP be V whether S	past	Someone was stumped whether something happened.	6.0	True	1
28	0	10	stump	NP be V whether S	past	Someone was stumped whether something happened.	6.0	True	1
35	0	43	stump	NP be V whether S	past	Someone was stumped whether something happened.	6.0	True	1
23	0	10	stump	NP be V whether S	past	Someone was stumped whether something happened.	7.0	True	1
44	0	19	stutter	NP be V whether S[+future]	past	Someone was stuttered whether something would happen.	1.0	True	1
10	0	9	stutter	NP be V whether S[+future]	past	Someone was stuttered whether something would happen.	2.0	True	1
33	0	50	stutter	NP be V whether S[+future]	past	Someone was stuttered whether something would happen.	1.0	True	1
24	0	20	stutter	NP be V whether S[+future]	past	Someone was stuttered whether something would happen.	2.0	True	1
2	0	16	stutter	NP be V whether S[+future]	past	Someone was stuttered whether something would happen.	1.0	True	1
47	0	26	stutter	NP be V whether S[+future]	past	Someone was stuttered whether something would happen.	4.0	True	1
17	0	14	stutter	NP be V whether S[+future]	past	Someone was stuttered whether something would happen.	5.0	True	1
43	0	28	stutter	NP be V whether S[+future]	past	Someone was stuttered whether something would happen.	1.0	True	1
20	0	38	stutter	NP be V whether S[+future]	past	Someone was stuttered whether something would happen.	5.0	True	1
42	0	25	stutter	NP be V whether S[+future]	past	Someone was stuttered whether something would happen.	2.0	True	1
34	0	11	stutter	NP be V whether S[+future]	past	Someone was stuttered whether something would happen.	2.0	True	1
11	0	32	stutter	NP be V whether S[+future]	past	Someone was stuttered whether something would happen.	1.0	True	1
5	0	25	stutter	NP be V whether S[+future]	past	Someone was stuttered whether something would happen.	4.0	True	1
38	0	27	stutter	NP be V whether S[+future]	past	Someone was stuttered whether something would happen.	1.0	True	1
0	0	9	stutter	NP be V whether S[+future]	past	Someone was stuttered whether something would happen.	7.0	True	1
48	0	23	stutter	NP be V whether S[+future]	past	Someone was stuttered whether something would happen.	2.0	True	1
37	0	36	stutter	NP be V whether S[+future]	past	Someone was stuttered whether something would happen.	1.0	True	1
26	0	35	stutter	NP be V whether S[+future]	past	Someone was stuttered whether something would happen.	5.0	True	1
29	0	39	stutter	NP be V whether S[+future]	past	Someone was stuttered whether something would happen.	2.0	True	1
46	0	28	stutter	NP be V whether S[+future]	past	Someone was stuttered whether something would happen.	3.0	True	1
1	0	42	stutter	NP be V whether S[+future]	past	Someone was stuttered whether something would happen.	2.0	True	1
32	0	10	stutter	NP be V whether S[+future]	past	Someone was stuttered whether something would happen.	4.0	True	1
7	0	10	stutter	NP be V whether S[+future]	past	Someone was stuttered whether something would happen.	5.0	True	1
36	0	14	stutter	NP be V whether S[+future]	past	Someone was stuttered whether something would happen.	2.0	True	1
49	0	38	stutter	NP be V whether S[+future]	past	Someone was stuttered whether something would happen.	4.0	True	1
15	0	43	stutter	NP be V whether S[+future]	past	Someone was stuttered whether something would happen.	3.0	True	1
21	0	35	stutter	NP be V whether S[+future]	past	Someone was stuttered whether something would happen.	6.0	True	1
45	0	20	stutter	NP be V whether S[+future]	past	Someone was stuttered whether something would happen.	1.0	True	1
30	0	20	stutter	NP be V whether S[+future]	past	Someone was stuttered whether something would happen.	2.0	True	1
16	0	17	stutter	NP be V whether S[+future]	past	Someone was stuttered whether something would happen.	4.0	True	1
6	0	3	stutter	NP be V whether S[+future]	past	Someone was stuttered whether something would happen.	1.0	True	1
31	0	13	stutter	NP be V whether S[+future]	past	Someone was stuttered whether something would happen.	1.0	True	1
12	0	1	stutter	NP be V whether S[+future]	past	Someone was stuttered whether something would happen.	1.0	True	1
18	0	43	stutter	NP be V whether S[+future]	past	Someone was stuttered whether something would happen.	3.0	True	1
41	0	21	stutter	NP be V whether S[+future]	past	Someone was stuttered whether something would happen.	2.0	True	1
3	0	10	stutter	NP be V whether S[+future]	past	Someone was stuttered whether something would happen.	1.0	True	1
4	0	1	stutter	NP be V whether S[+future]	past	Someone was stuttered whether something would happen.	1.0	True	1
39	0	43	stutter	NP be V whether S[+future]	past	Someone was stuttered whether something would happen.	2.0	True	1
19	0	29	stutter	NP be V whether S[+future]	past	Someone was stuttered whether something would happen.	1.0	True	1
25	0	39	stutter	NP be V whether S[+future]	past	Someone was stuttered whether something would happen.	2.0	True	1
8	0	14	stutter	NP be V whether S[+future]	past	Someone was stuttered whether something would happen.	2.0	True	1
27	0	32	stutter	NP be V whether S[+future]	past	Someone was stuttered whether something would happen.	1.0	True	1
40	0	47	stutter	NP be V whether S[+future]	past	Someone was stuttered whether something would happen.	5.0	True	1
13	0	9	stutter	NP be V whether S[+future]	past	Someone was stuttered whether something would happen.	5.0	True	1
22	0	28	stutter	NP be V whether S[+future]	past	Someone was stuttered whether something would happen.	1.0	True	1
9	0	39	stutter	NP be V whether S[+future]	past	Someone was stuttered whether something would happen.	1.0	True	1
14	0	36	stutter	NP be V whether S[+future]	past	Someone was stuttered whether something would happen.	2.0	True	1
28	0	43	stutter	NP be V whether S[+future]	past	Someone was stuttered whether something would happen.	2.0	True	1
35	0	6	stutter	NP be V whether S[+future]	past	Someone was stuttered whether something would happen.	3.0	True	1
23	0	30	stutter	NP be V whether S[+future]	past	Someone was stuttered whether something would happen.	1.0	True	1
44	0	25	suffer	NP V S	past	Someone suffered something happened.	1.0	True	1
10	0	7	suffer	NP V S	past	Someone suffered something happened.	2.0	True	1
33	0	43	suffer	NP V S	past	Someone suffered something happened.	1.0	True	1
24	0	16	suffer	NP V S	past	Someone suffered something happened.	3.0	True	1
2	0	20	suffer	NP V S	past	Someone suffered something happened.	1.0	True	1
47	0	27	suffer	NP V S	past	Someone suffered something happened.	3.0	True	1
17	0	1	suffer	NP V S	past	Someone suffered something happened.	4.0	True	1
43	0	23	suffer	NP V S	past	Someone suffered something happened.	1.0	True	1
20	0	28	suffer	NP V S	past	Someone suffered something happened.	3.0	True	1
42	0	11	suffer	NP V S	past	Someone suffered something happened.	4.0	True	1
34	0	18	suffer	NP V S	past	Someone suffered something happened.	1.0	True	1
11	0	1	suffer	NP V S	past	Someone suffered something happened.	1.0	True	1
5	0	16	suffer	NP V S	past	Someone suffered something happened.	3.0	True	1
38	0	10	suffer	NP V S	past	Someone suffered something happened.	3.0	True	1
0	0	8	suffer	NP V S	past	Someone suffered something happened.	6.0	True	1
48	0	3	suffer	NP V S	past	Someone suffered something happened.	2.0	True	1
37	0	40	suffer	NP V S	past	Someone suffered something happened.	1.0	True	1
26	0	36	suffer	NP V S	past	Someone suffered something happened.	2.0	True	1
29	0	3	suffer	NP V S	past	Someone suffered something happened.	2.0	True	1
46	0	35	suffer	NP V S	past	Someone suffered something happened.	5.0	True	1
1	0	27	suffer	NP V S	past	Someone suffered something happened.	2.0	True	1
32	0	20	suffer	NP V S	past	Someone suffered something happened.	2.0	True	1
7	0	24	suffer	NP V S	past	Someone suffered something happened.	3.0	True	1
36	0	19	suffer	NP V S	past	Someone suffered something happened.	3.0	True	1
49	0	32	suffer	NP V S	past	Someone suffered something happened.	3.0	True	1
15	0	39	suffer	NP V S	past	Someone suffered something happened.	3.0	True	1
21	0	25	suffer	NP V S	past	Someone suffered something happened.	7.0	True	1
45	0	35	suffer	NP V S	past	Someone suffered something happened.	7.0	True	1
30	0	6	suffer	NP V S	past	Someone suffered something happened.	2.0	True	1
16	0	35	suffer	NP V S	past	Someone suffered something happened.	3.0	True	1
6	0	19	suffer	NP V S	past	Someone suffered something happened.	1.0	True	1
31	0	50	suffer	NP V S	past	Someone suffered something happened.	2.0	True	1
12	0	49	suffer	NP V S	past	Someone suffered something happened.	3.0	True	1
18	0	19	suffer	NP V S	past	Someone suffered something happened.	2.0	True	1
41	0	39	suffer	NP V S	past	Someone suffered something happened.	2.0	True	1
3	0	28	suffer	NP V S	past	Someone suffered something happened.	1.0	True	1
4	0	31	suffer	NP V S	past	Someone suffered something happened.	2.0	True	1
39	0	5	suffer	NP V S	past	Someone suffered something happened.	3.0	True	1
19	0	43	suffer	NP V S	past	Someone suffered something happened.	2.0	True	1
25	0	49	suffer	NP V S	past	Someone suffered something happened.	2.0	True	1
8	0	31	suffer	NP V S	past	Someone suffered something happened.	3.0	True	1
27	0	2	suffer	NP V S	past	Someone suffered something happened.	3.0	True	1
40	0	25	suffer	NP V S	past	Someone suffered something happened.	6.0	True	1
13	0	14	suffer	NP V S	past	Someone suffered something happened.	2.0	True	1
22	0	22	suffer	NP V S	past	Someone suffered something happened.	2.0	True	1
9	0	35	suffer	NP V S	past	Someone suffered something happened.	1.0	True	1
14	0	43	suffer	NP V S	past	Someone suffered something happened.	3.0	True	1
28	0	17	suffer	NP V S	past	Someone suffered something happened.	2.0	True	1
35	0	33	suffer	NP V S	past	Someone suffered something happened.	3.0	True	1
23	0	12	suffer	NP V S	past	Someone suffered something happened.	1.0	True	1
44	0	38	teach	NP V	past_progressive	Someone was teaching.	7.0	True	2
10	0	47	teach	NP V	past_progressive	Someone was teaching.	7.0	True	2
33	0	47	teach	NP V	past_progressive	Someone was teaching.	7.0	True	2
24	0	49	teach	NP V	past_progressive	Someone was teaching.	7.0	True	2
2	0	30	teach	NP V	past_progressive	Someone was teaching.	7.0	True	2
47	0	12	teach	NP V	past_progressive	Someone was teaching.	7.0	True	2
17	0	23	teach	NP V	past_progressive	Someone was teaching.	7.0	True	2
43	0	14	teach	NP V	past_progressive	Someone was teaching.	7.0	True	2
20	0	47	teach	NP V	past_progressive	Someone was teaching.	7.0	True	2
42	0	41	teach	NP V	past_progressive	Someone was teaching.	7.0	True	2
34	0	49	teach	NP V	past_progressive	Someone was teaching.	7.0	True	2
11	0	4	teach	NP V	past_progressive	Someone was teaching.	7.0	True	2
5	0	12	teach	NP V	past_progressive	Someone was teaching.	7.0	True	2
38	0	40	teach	NP V	past_progressive	Someone was teaching.	7.0	True	2
0	0	12	teach	NP V	past_progressive	Someone was teaching.	4.0	True	2
48	0	38	teach	NP V	past_progressive	Someone was teaching.	6.0	True	2
37	0	20	teach	NP V	past_progressive	Someone was teaching.	5.0	True	2
26	0	4	teach	NP V	past_progressive	Someone was teaching.	7.0	True	2
29	0	32	teach	NP V	past_progressive	Someone was teaching.	7.0	True	2
46	0	21	teach	NP V	past_progressive	Someone was teaching.	7.0	True	2
1	0	15	teach	NP V	past_progressive	Someone was teaching.	7.0	True	2
32	0	47	teach	NP V	past_progressive	Someone was teaching.	7.0	True	2
7	0	4	teach	NP V	past_progressive	Someone was teaching.	5.0	True	2
36	0	37	teach	NP V	past_progressive	Someone was teaching.	7.0	True	2
49	0	24	teach	NP V	past_progressive	Someone was teaching.	7.0	True	2
15	0	13	teach	NP V	past_progressive	Someone was teaching.	6.0	True	2
21	0	30	teach	NP V	past_progressive	Someone was teaching.	7.0	True	2
45	0	16	teach	NP V	past_progressive	Someone was teaching.	7.0	True	2
30	0	15	teach	NP V	past_progressive	Someone was teaching.	7.0	True	2
16	0	21	teach	NP V	past_progressive	Someone was teaching.	7.0	True	2
6	0	22	teach	NP V	past_progressive	Someone was teaching.	7.0	True	2
31	0	30	teach	NP V	past_progressive	Someone was teaching.	1.0	True	2
12	0	3	teach	NP V	past_progressive	Someone was teaching.	7.0	True	2
18	0	38	teach	NP V	past_progressive	Someone was teaching.	7.0	True	2
41	0	20	teach	NP V	past_progressive	Someone was teaching.	7.0	True	2
3	0	41	teach	NP V	past_progressive	Someone was teaching.	7.0	True	2
4	0	24	teach	NP V	past_progressive	Someone was teaching.	7.0	True	2
39	0	23	teach	NP V	past_progressive	Someone was teaching.	7.0	True	2
19	0	12	teach	NP V	past_progressive	Someone was teaching.	7.0	True	2
25	0	20	teach	NP V	past_progressive	Someone was teaching.	5.0	True	2
8	0	37	teach	NP V	past_progressive	Someone was teaching.	7.0	True	2
27	0	45	teach	NP V	past_progressive	Someone was teaching.	7.0	True	2
40	0	38	teach	NP V	past_progressive	Someone was teaching.	5.0	True	2
13	0	24	teach	NP V	past_progressive	Someone was teaching.	7.0	True	2
22	0	38	teach	NP V	past_progressive	Someone was teaching.	7.0	True	2
9	0	7	teach	NP V	past_progressive	Someone was teaching.	7.0	True	2
14	0	3	teach	NP V	past_progressive	Someone was teaching.	7.0	True	2
28	0	4	teach	NP V	past_progressive	Someone was teaching.	7.0	True	2
35	0	46	teach	NP V	past_progressive	Someone was teaching.	7.0	True	2
23	0	15	teach	NP V	past_progressive	Someone was teaching.	7.0	True	2
44	0	50	tell	NP be V whether to VP	past	Someone was told whether to do something.	6.0	True	1
10	0	25	tell	NP be V whether to VP	past	Someone was told whether to do something.	5.0	True	1
33	0	11	tell	NP be V whether to VP	past	Someone was told whether to do something.	7.0	True	1
24	0	25	tell	NP be V whether to VP	past	Someone was told whether to do something.	6.0	True	1
2	0	36	tell	NP be V whether to VP	past	Someone was told whether to do something.	7.0	True	1
47	0	7	tell	NP be V whether to VP	past	Someone was told whether to do something.	7.0	True	1
17	0	27	tell	NP be V whether to VP	past	Someone was told whether to do something.	6.0	True	1
43	0	34	tell	NP be V whether to VP	past	Someone was told whether to do something.	6.0	True	1
20	0	13	tell	NP be V whether to VP	past	Someone was told whether to do something.	6.0	True	1
42	0	4	tell	NP be V whether to VP	past	Someone was told whether to do something.	5.0	True	1
34	0	14	tell	NP be V whether to VP	past	Someone was told whether to do something.	7.0	True	1
11	0	18	tell	NP be V whether to VP	past	Someone was told whether to do something.	6.0	True	1
5	0	1	tell	NP be V whether to VP	past	Someone was told whether to do something.	5.0	True	1
38	0	14	tell	NP be V whether to VP	past	Someone was told whether to do something.	7.0	True	1
0	0	42	tell	NP be V whether to VP	past	Someone was told whether to do something.	3.0	True	1
48	0	6	tell	NP be V whether to VP	past	Someone was told whether to do something.	7.0	True	1
37	0	2	tell	NP be V whether to VP	past	Someone was told whether to do something.	7.0	True	1
26	0	23	tell	NP be V whether to VP	past	Someone was told whether to do something.	7.0	True	1
29	0	27	tell	NP be V whether to VP	past	Someone was told whether to do something.	6.0	True	1
46	0	45	tell	NP be V whether to VP	past	Someone was told whether to do something.	7.0	True	1
1	0	34	tell	NP be V whether to VP	past	Someone was told whether to do something.	7.0	True	1
32	0	4	tell	NP be V whether to VP	past	Someone was told whether to do something.	6.0	True	1
7	0	7	tell	NP be V whether to VP	past	Someone was told whether to do something.	6.0	True	1
36	0	26	tell	NP be V whether to VP	past	Someone was told whether to do something.	6.0	True	1
49	0	21	tell	NP be V whether to VP	past	Someone was told whether to do something.	6.0	True	1
15	0	4	tell	NP be V whether to VP	past	Someone was told whether to do something.	4.0	True	1
21	0	38	tell	NP be V whether to VP	past	Someone was told whether to do something.	7.0	True	1
45	0	45	tell	NP be V whether to VP	past	Someone was told whether to do something.	7.0	True	1
30	0	45	tell	NP be V whether to VP	past	Someone was told whether to do something.	7.0	True	1
16	0	42	tell	NP be V whether to VP	past	Someone was told whether to do something.	7.0	True	1
6	0	25	tell	NP be V whether to VP	past	Someone was told whether to do something.	6.0	True	1
31	0	38	tell	NP be V whether to VP	past	Someone was told whether to do something.	5.0	True	1
12	0	15	tell	NP be V whether to VP	past	Someone was told whether to do something.	7.0	True	1
18	0	40	tell	NP be V whether to VP	past	Someone was told whether to do something.	6.0	True	1
41	0	1	tell	NP be V whether to VP	past	Someone was told whether to do something.	7.0	True	1
3	0	35	tell	NP be V whether to VP	past	Someone was told whether to do something.	6.0	True	1
4	0	45	tell	NP be V whether to VP	past	Someone was told whether to do something.	7.0	True	1
39	0	10	tell	NP be V whether to VP	past	Someone was told whether to do something.	5.0	True	1
19	0	46	tell	NP be V whether to VP	past	Someone was told whether to do something.	6.0	True	1
25	0	22	tell	NP be V whether to VP	past	Someone was told whether to do something.	7.0	True	1
8	0	42	tell	NP be V whether to VP	past	Someone was told whether to do something.	6.0	True	1
27	0	35	tell	NP be V whether to VP	past	Someone was told whether to do something.	7.0	True	1
40	0	18	tell	NP be V whether to VP	past	Someone was told whether to do something.	6.0	True	1
13	0	37	tell	NP be V whether to VP	past	Someone was told whether to do something.	7.0	True	1
22	0	37	tell	NP be V whether to VP	past	Someone was told whether to do something.	7.0	True	1
9	0	17	tell	NP be V whether to VP	past	Someone was told whether to do something.	7.0	True	1
14	0	44	tell	NP be V whether to VP	past	Someone was told whether to do something.	7.0	True	1
28	0	24	tell	NP be V whether to VP	past	Someone was told whether to do something.	7.0	True	1
35	0	14	tell	NP be V whether to VP	past	Someone was told whether to do something.	7.0	True	1
23	0	35	tell	NP be V whether to VP	past	Someone was told whether to do something.	7.0	True	1
44	0	30	theorize	NP V so	past_progressive	Someone was theorizing so.	2.0	True	2
10	0	22	theorize	NP V so	past_progressive	Someone was theorizing so.	6.0	True	2
33	0	30	theorize	NP V so	past_progressive	Someone was theorizing so.	1.0	True	2
24	0	23	theorize	NP V so	past_progressive	Someone was theorizing so.	3.0	True	2
2	0	13	theorize	NP V so	past_progressive	Someone was theorizing so.	1.0	True	2
47	0	37	theorize	NP V so	past_progressive	Someone was theorizing so.	4.0	True	2
17	0	40	theorize	NP V so	past_progressive	Someone was theorizing so.	4.0	True	2
43	0	39	theorize	NP V so	past_progressive	Someone was theorizing so.	4.0	True	2
20	0	5	theorize	NP V so	past_progressive	Someone was theorizing so.	5.0	True	2
42	0	24	theorize	NP V so	past_progressive	Someone was theorizing so.	4.0	True	2
34	0	40	theorize	NP V so	past_progressive	Someone was theorizing so.	5.0	True	2
11	0	13	theorize	NP V so	past_progressive	Someone was theorizing so.	6.0	True	2
5	0	28	theorize	NP V so	past_progressive	Someone was theorizing so.	3.0	True	2
38	0	32	theorize	NP V so	past_progressive	Someone was theorizing so.	5.0	True	2
0	0	3	theorize	NP V so	past_progressive	Someone was theorizing so.	5.0	True	2
48	0	29	theorize	NP V so	past_progressive	Someone was theorizing so.	4.0	True	2
37	0	37	theorize	NP V so	past_progressive	Someone was theorizing so.	4.0	True	2
26	0	29	theorize	NP V so	past_progressive	Someone was theorizing so.	5.0	True	2
29	0	49	theorize	NP V so	past_progressive	Someone was theorizing so.	6.0	True	2
46	0	4	theorize	NP V so	past_progressive	Someone was theorizing so.	5.0	True	2
1	0	7	theorize	NP V so	past_progressive	Someone was theorizing so.	6.0	True	2
32	0	30	theorize	NP V so	past_progressive	Someone was theorizing so.	5.0	True	2
7	0	46	theorize	NP V so	past_progressive	Someone was theorizing so.	2.0	True	2
36	0	4	theorize	NP V so	past_progressive	Someone was theorizing so.	7.0	True	2
49	0	16	theorize	NP V so	past_progressive	Someone was theorizing so.	6.0	True	2
15	0	30	theorize	NP V so	past_progressive	Someone was theorizing so.	2.0	True	2
21	0	39	theorize	NP V so	past_progressive	Someone was theorizing so.	6.0	True	2
45	0	32	theorize	NP V so	past_progressive	Someone was theorizing so.	2.0	True	2
30	0	23	theorize	NP V so	past_progressive	Someone was theorizing so.	5.0	True	2
16	0	29	theorize	NP V so	past_progressive	Someone was theorizing so.	3.0	True	2
6	0	14	theorize	NP V so	past_progressive	Someone was theorizing so.	5.0	True	2
31	0	5	theorize	NP V so	past_progressive	Someone was theorizing so.	3.0	True	2
12	0	12	theorize	NP V so	past_progressive	Someone was theorizing so.	6.0	True	2
18	0	46	theorize	NP V so	past_progressive	Someone was theorizing so.	5.0	True	2
41	0	3	theorize	NP V so	past_progressive	Someone was theorizing so.	4.0	True	2
3	0	16	theorize	NP V so	past_progressive	Someone was theorizing so.	6.0	True	2
4	0	41	theorize	NP V so	past_progressive	Someone was theorizing so.	4.0	True	2
39	0	15	theorize	NP V so	past_progressive	Someone was theorizing so.	2.0	True	2
19	0	28	theorize	NP V so	past_progressive	Someone was theorizing so.	5.0	True	2
25	0	29	theorize	NP V so	past_progressive	Someone was theorizing so.	1.0	True	2
8	0	45	theorize	NP V so	past_progressive	Someone was theorizing so.	7.0	True	2
27	0	20	theorize	NP V so	past_progressive	Someone was theorizing so.	5.0	True	2
40	0	13	theorize	NP V so	past_progressive	Someone was theorizing so.	2.0	True	2
13	0	50	theorize	NP V so	past_progressive	Someone was theorizing so.	5.0	True	2
22	0	29	theorize	NP V so	past_progressive	Someone was theorizing so.	4.0	True	2
9	0	49	theorize	NP V so	past_progressive	Someone was theorizing so.	7.0	True	2
14	0	45	theorize	NP V so	past_progressive	Someone was theorizing so.	5.0	True	2
28	0	46	theorize	NP V so	past_progressive	Someone was theorizing so.	3.0	True	2
35	0	13	theorize	NP V so	past_progressive	Someone was theorizing so.	4.0	True	2
23	0	40	theorize	NP V so	past_progressive	Someone was theorizing so.	6.0	True	2
44	0	2	trouble	NP be V that S	past	Someone was troubled that something happened.	6.0	True	1
10	0	20	trouble	NP be V that S	past	Someone was troubled that something happened.	7.0	True	1
33	0	27	trouble	NP be V that S	past	Someone was troubled that something happened.	7.0	True	1
24	0	28	trouble	NP be V that S	past	Someone was troubled that something happened.	7.0	True	1
2	0	41	trouble	NP be V that S	past	Someone was troubled that something happened.	7.0	True	1
47	0	10	trouble	NP be V that S	past	Someone was troubled that something happened.	7.0	True	1
17	0	39	trouble	NP be V that S	past	Someone was troubled that something happened.	5.0	True	1
43	0	25	trouble	NP be V that S	past	Someone was troubled that something happened.	7.0	True	1
20	0	29	trouble	NP be V that S	past	Someone was troubled that something happened.	7.0	True	1
42	0	9	trouble	NP be V that S	past	Someone was troubled that something happened.	4.0	True	1
34	0	2	trouble	NP be V that S	past	Someone was troubled that something happened.	6.0	True	1
11	0	26	trouble	NP be V that S	past	Someone was troubled that something happened.	7.0	True	1
5	0	42	trouble	NP be V that S	past	Someone was troubled that something happened.	7.0	True	1
38	0	2	trouble	NP be V that S	past	Someone was troubled that something happened.	7.0	True	1
0	0	34	trouble	NP be V that S	past	Someone was troubled that something happened.	5.0	True	1
48	0	10	trouble	NP be V that S	past	Someone was troubled that something happened.	7.0	True	1
37	0	11	trouble	NP be V that S	past	Someone was troubled that something happened.	6.0	True	1
26	0	49	trouble	NP be V that S	past	Someone was troubled that something happened.	7.0	True	1
29	0	6	trouble	NP be V that S	past	Someone was troubled that something happened.	7.0	True	1
46	0	37	trouble	NP be V that S	past	Someone was troubled that something happened.	7.0	True	1
1	0	38	trouble	NP be V that S	past	Someone was troubled that something happened.	7.0	True	1
32	0	13	trouble	NP be V that S	past	Someone was troubled that something happened.	7.0	True	1
7	0	23	trouble	NP be V that S	past	Someone was troubled that something happened.	6.0	True	1
36	0	22	trouble	NP be V that S	past	Someone was troubled that something happened.	7.0	True	1
49	0	26	trouble	NP be V that S	past	Someone was troubled that something happened.	4.0	True	1
15	0	29	trouble	NP be V that S	past	Someone was troubled that something happened.	6.0	True	1
21	0	21	trouble	NP be V that S	past	Someone was troubled that something happened.	5.0	True	1
45	0	3	trouble	NP be V that S	past	Someone was troubled that something happened.	5.0	True	1
30	0	9	trouble	NP be V that S	past	Someone was troubled that something happened.	7.0	True	1
16	0	34	trouble	NP be V that S	past	Someone was troubled that something happened.	7.0	True	1
6	0	12	trouble	NP be V that S	past	Someone was troubled that something happened.	7.0	True	1
31	0	42	trouble	NP be V that S	past	Someone was troubled that something happened.	6.0	True	1
12	0	48	trouble	NP be V that S	past	Someone was troubled that something happened.	7.0	True	1
18	0	15	trouble	NP be V that S	past	Someone was troubled that something happened.	6.0	True	1
41	0	34	trouble	NP be V that S	past	Someone was troubled that something happened.	7.0	True	1
3	0	46	trouble	NP be V that S	past	Someone was troubled that something happened.	7.0	True	1
4	0	28	trouble	NP be V that S	past	Someone was troubled that something happened.	7.0	True	1
39	0	26	trouble	NP be V that S	past	Someone was troubled that something happened.	7.0	True	1
19	0	4	trouble	NP be V that S	past	Someone was troubled that something happened.	6.0	True	1
25	0	26	trouble	NP be V that S	past	Someone was troubled that something happened.	6.0	True	1
8	0	25	trouble	NP be V that S	past	Someone was troubled that something happened.	7.0	True	1
