participant	list	presentationorder	verb	frame	response	nativeenglish	sentence
1	28	34	pretend	NP was Ved whichNP to VP	1	True	Someone was pretended which thing to do.
1	28	35	pretend	NP Ved whichNP S	5	True	Someone pretended which thing happened.
1	28	36	pretend	NP Ved to NP that S	4	True	Someone pretended to someone that something happened.
1	28	37	pretend	NP Ved whether S	2	True	Someone pretended whether something happened.
1	28	38	pretend	NP Ved that S	6	True	Someone pretended that something happened.
1	28	39	pretend	NP Ved to NP that S[-tense]	5	True	Someone pretended to someone that something happen.
1	28	40	pretend	NP Ved NP to NP	7	True	Someone pretended something to someone.
1	28	41	pretend	NP Ved whichNP to VP	4	True	Someone pretended which thing to do.
1	28	42	pretend	NP was Ved about whether S	1	True	Someone was pretended about whether something happened.
1	28	43	pretend	NP Ved to NP whether S	1	True	Someone pretended to someone whether something happened.
1	28	44	pretend	NP was Ved whether to VP	1	True	Someone was pretended whether to do something.
1	28	45	pretend	NP Ved S	7	True	Someone pretended something happened.
1	28	46	pretend	NP Ved to NP whether S[+future]	2	True	Someone pretended to someone whether something happen.
1	28	47	pretend	NP was Ved that S[-tense]	1	True	Someone was pretended that something happen.
1	28	48	pretend	NP was Ved to VP[+eventive]	5	True	Someone was pretended to do something.
1	28	49	pretend	NP Ved about NP	7	True	Someone pretended about something.
1	28	50	pretend	NP Ved whether S[+future]	5	True	Someone pretended whether something would happen.
19	28	1	pretend	NP Ved NP	7	True	Someone pretended something.
19	28	2	pretend	NP was Ved	1	True	Someone was pretended.
19	28	3	pretend	NP Ved	7	True	Someone pretended.
19	28	4	pretend	NP Ved NP whichNP S	1	True	Someone pretended someone which thing happened.
19	28	5	pretend	NP Ved so	4	True	Someone pretended so.
19	28	6	pretend	NP was Ved whichNP S	1	True	Someone was pretended which thing happened.
19	28	7	pretend	NP Ved that S[-tense]	3	True	Someone pretended that something happen.
19	28	8	pretend	NP was Ved S	1	True	Someone was pretended something happened.
19	28	9	pretend	S, I V	1	True	Something happened, I pretend.
19	28	10	pretend	NP Ved NP that S[-tense]	1	True	Someone pretended someone that something happen.
19	28	11	pretend	NP Ved NP VP	1	True	Someone pretended someone do something.
19	28	12	pretend	NP Ved NP whether S	1	True	Someone pretended someone whether something happened.
19	28	13	pretend	NP was Ved so	1	True	Someone was pretended so.
19	28	14	pretend	NP was Ved about NP	1	True	Someone was pretended about something.
19	28	15	pretend	NP Ved NP VPing	7	True	Someone pretended someone doing something.
19	28	16	pretend	NP Ved that S[+future]	7	True	Someone pretended that something would happen.
19	28	17	pretend	NP Ved to VP[-eventive]	7	True	Someone pretended to have something.
19	28	18	pretend	NP was Ved that S	1	True	Someone was pretended that something happened.
19	28	19	pretend	NP Ved NP to VP[-eventive]	2	True	Someone pretended someone to have something.
19	28	20	pretend	NP Ved NP that S	1	True	Someone pretended someone that something happened.
19	28	21	pretend	NP was Ved to VP[-eventive]	2	True	Someone was pretended to have something.
19	28	22	pretend	NP was Ved whether S[+future]	1	True	Someone was pretended whether something would happen.
19	28	23	pretend	NP Ved VPing	7	True	Someone pretended doing something.
19	28	24	pretend	NP was Ved whether S	1	True	Someone was pretended whether something happened.
19	28	25	pretend	NP Ved NP to VP[+eventive]	1	True	Someone pretended someone to do something.
19	28	26	pretend	NP Ved NP whether S[+future]	1	True	Someone pretended someone whether something would happen.
19	28	27	pretend	NP Ved about whether S	6	True	Someone pretended about whether something happened.
19	28	28	pretend	NP Ved to NP that S[+future]	7	True	Someone pretended to someone that something would happen.
19	28	29	pretend	NP Ved to VP[+eventive]	7	True	Someone pretended to do something.
19	28	30	pretend	NP Ved NP that S[+future]	1	True	Someone pretended someone that something would happen.
19	28	31	pretend	NP Ved whether to VP	7	True	Someone pretended whether to do something.
19	28	32	pretend	NP was Ved that S[+future]	1	True	Someone was pretended that something would happen.
19	28	33	pretend	NP Ved for NP to VP	7	True	Someone pretended for something to happen.
19	28	34	pretend	NP was Ved whichNP to VP	1	True	Someone was pretended which thing to do.
19	28	35	pretend	NP Ved whichNP S	6	True	Someone pretended which thing happened.
19	28	36	pretend	NP Ved to NP that S	7	True	Someone pretended to someone that something happened.
19	28	37	pretend	NP Ved whether S	7	True	Someone pretended whether something happened.
19	28	38	pretend	NP Ved that S	7	True	Someone pretended that something happened.
19	28	39	pretend	NP Ved to NP that S[-tense]	2	True	Someone pretended to someone that something happen.
19	28	40	pretend	NP Ved NP to NP	7	True	Someone pretended something to someone.
19	28	41	pretend	NP Ved whichNP to VP	5	True	Someone pretended which thing to do.
19	28	42	pretend	NP was Ved about whether S	1	True	Someone was pretended about whether something happened.
19	28	43	pretend	NP Ved to NP whether S	6	True	Someone pretended to someone whether something happened.
19	28	44	pretend	NP was Ved whether to VP	1	True	Someone was pretended whether to do something.
19	28	45	pretend	NP Ved S	7	True	Someone pretended something happened.
19	28	46	pretend	NP Ved to NP whether S[+future]	1	True	Someone pretended to someone whether something happen.
19	28	47	pretend	NP was Ved that S[-tense]	1	True	Someone was pretended that something happen.
19	28	48	pretend	NP was Ved to VP[+eventive]	1	True	Someone was pretended to do something.
19	28	49	pretend	NP Ved about NP	7	True	Someone pretended about something.
19	28	50	pretend	NP Ved whether S[+future]	7	True	Someone pretended whether something would happen.
20	28	1	pretend	NP Ved NP	4	True	Someone pretended something.
20	28	2	pretend	NP was Ved	1	True	Someone was pretended.
20	28	3	pretend	NP Ved	7	True	Someone pretended.
20	28	4	pretend	NP Ved NP whichNP S	1	True	Someone pretended someone which thing happened.
20	28	5	pretend	NP Ved so	1	True	Someone pretended so.
20	28	6	pretend	NP was Ved whichNP S	1	True	Someone was pretended which thing happened.
20	28	7	pretend	NP Ved that S[-tense]	1	True	Someone pretended that something happen.
20	28	8	pretend	NP was Ved S	1	True	Someone was pretended something happened.
20	28	9	pretend	S, I V	2	True	Something happened, I pretend.
20	28	10	pretend	NP Ved NP that S[-tense]	1	True	Someone pretended someone that something happen.
20	28	11	pretend	NP Ved NP VP	1	True	Someone pretended someone do something.
20	28	12	pretend	NP Ved NP whether S	1	True	Someone pretended someone whether something happened.
20	28	13	pretend	NP was Ved so	1	True	Someone was pretended so.
20	28	14	pretend	NP was Ved about NP	1	True	Someone was pretended about something.
20	28	15	pretend	NP Ved NP VPing	2	True	Someone pretended someone doing something.
20	28	16	pretend	NP Ved that S[+future]	7	True	Someone pretended that something would happen.
20	28	17	pretend	NP Ved to VP[-eventive]	7	True	Someone pretended to have something.
20	28	18	pretend	NP was Ved that S	1	True	Someone was pretended that something happened.
20	28	19	pretend	NP Ved NP to VP[-eventive]	1	True	Someone pretended someone to have something.
20	28	20	pretend	NP Ved NP that S	1	True	Someone pretended someone that something happened.
20	28	21	pretend	NP was Ved to VP[-eventive]	1	True	Someone was pretended to have something.
20	28	22	pretend	NP was Ved whether S[+future]	1	True	Someone was pretended whether something would happen.
20	28	23	pretend	NP Ved VPing	7	True	Someone pretended doing something.
20	28	24	pretend	NP was Ved whether S	1	True	Someone was pretended whether something happened.
20	28	25	pretend	NP Ved NP to VP[+eventive]	1	True	Someone pretended someone to do something.
20	28	26	pretend	NP Ved NP whether S[+future]	1	True	Someone pretended someone whether something would happen.
20	28	27	pretend	NP Ved about whether S	2	True	Someone pretended about whether something happened.
20	28	28	pretend	NP Ved to NP that S[+future]	3	True	Someone pretended to someone that something would happen.
20	28	29	pretend	NP Ved to VP[+eventive]	7	True	Someone pretended to do something.
20	28	30	pretend	NP Ved NP that S[+future]	1	True	Someone pretended someone that something would happen.
20	28	31	pretend	NP Ved whether to VP	2	True	Someone pretended whether to do something.
20	28	32	pretend	NP was Ved that S[+future]	1	True	Someone was pretended that something would happen.
20	28	33	pretend	NP Ved for NP to VP	1	True	Someone pretended for something to happen.
20	28	34	pretend	NP was Ved whichNP to VP	1	True	Someone was pretended which thing to do.
20	28	35	pretend	NP Ved whichNP S	1	True	Someone pretended which thing happened.
20	28	36	pretend	NP Ved to NP that S	1	True	Someone pretended to someone that something happened.
20	28	37	pretend	NP Ved whether S	4	True	Someone pretended whether something happened.
20	28	38	pretend	NP Ved that S	7	True	Someone pretended that something happened.
20	28	39	pretend	NP Ved to NP that S[-tense]	2	True	Someone pretended to someone that something happen.
20	28	40	pretend	NP Ved NP to NP	1	True	Someone pretended something to someone.
20	28	41	pretend	NP Ved whichNP to VP	2	True	Someone pretended which thing to do.
20	28	42	pretend	NP was Ved about whether S	1	True	Someone was pretended about whether something happened.
20	28	43	pretend	NP Ved to NP whether S	2	True	Someone pretended to someone whether something happened.
20	28	44	pretend	NP was Ved whether to VP	1	True	Someone was pretended whether to do something.
20	28	45	pretend	NP Ved S	7	True	Someone pretended something happened.
20	28	46	pretend	NP Ved to NP whether S[+future]	1	True	Someone pretended to someone whether something happen.
20	28	47	pretend	NP was Ved that S[-tense]	1	True	Someone was pretended that something happen.
20	28	48	pretend	NP was Ved to VP[+eventive]	1	True	Someone was pretended to do something.
20	28	49	pretend	NP Ved about NP	3	True	Someone pretended about something.
20	28	50	pretend	NP Ved whether S[+future]	5	True	Someone pretended whether something would happen.
16	29	1	forbid	NP Ved NP	7	True	Someone forbade something.
16	29	2	forbid	NP was Ved	6	True	Someone was forbidden.
16	29	3	forbid	NP Ved	6	True	Someone forbade.
16	29	4	forbid	NP Ved NP whichNP S	1	True	Someone forbade someone which thing happened.
16	29	5	forbid	NP Ved so	2	True	Someone forbade so.
16	29	6	forbid	NP was Ved whichNP S	1	True	Someone was forbidden which thing happened.
16	29	7	forbid	NP Ved that S[-tense]	4	True	Someone forbade that something happen.
16	29	8	forbid	NP was Ved S	1	True	Someone was forbidden something happened.
16	29	9	forbid	S, I V	2	True	Something happened, I forbid.
16	29	10	forbid	NP Ved NP that S[-tense]	1	True	Someone forbade someone that something happen.
16	29	11	forbid	NP Ved NP VP	5	True	Someone forbade someone do something.
16	29	12	forbid	NP Ved NP whether S	1	True	Someone forbade someone whether something happened.
16	29	13	forbid	NP was Ved so	4	True	Someone was forbidden so.
16	29	14	forbid	NP was Ved about NP	1	True	Someone was forbidden about something.
16	29	15	forbid	NP Ved NP VPing	7	True	Someone forbade someone doing something.
16	29	16	forbid	NP Ved that S[+future]	6	True	Someone forbade that something would happen.
16	29	17	forbid	NP Ved to VP[-eventive]	2	True	Someone forbade to have something.
16	29	18	forbid	NP was Ved that S	1	True	Someone was forbidden that something happened.
16	29	19	forbid	NP Ved NP to VP[-eventive]	7	True	Someone forbade someone to have something.
16	29	20	forbid	NP Ved NP that S	1	True	Someone forbade someone that something happened.
16	29	21	forbid	NP was Ved to VP[-eventive]	7	True	Someone was forbidden to have something.
16	29	22	forbid	NP was Ved whether S[+future]	1	True	Someone was forbidden whether something would happen.
16	29	23	forbid	NP Ved VPing	6	True	Someone forbade doing something.
16	29	24	forbid	NP was Ved whether S	1	True	Someone was forbidden whether something happened.
16	29	25	forbid	NP Ved NP to VP[+eventive]	7	True	Someone forbade someone to do something.
16	29	26	forbid	NP Ved NP whether S[+future]	1	True	Someone forbade someone whether something would happen.
16	29	27	forbid	NP Ved about whether S	1	True	Someone forbade about whether something happened.
16	29	28	forbid	NP Ved to NP that S[+future]	1	True	Someone forbade to someone that something would happen.
16	29	29	forbid	NP Ved to VP[+eventive]	2	True	Someone forbade to do something.
16	29	30	forbid	NP Ved NP that S[+future]	1	True	Someone forbade someone that something would happen.
16	29	31	forbid	NP Ved whether to VP	2	True	Someone forbade whether to do something.
16	29	32	forbid	NP was Ved that S[+future]	1	True	Someone was forbidden that something would happen.
16	29	33	forbid	NP Ved for NP to VP	6	True	Someone forbade for something to happen.
16	29	34	forbid	NP was Ved whichNP to VP	2	True	Someone was forbidden which thing to do.
16	29	35	forbid	NP Ved whichNP S	1	True	Someone forbade which thing happened.
16	29	36	forbid	NP Ved to NP that S	1	True	Someone forbade to someone that something happened.
16	29	37	forbid	NP Ved whether S	1	True	Someone forbade whether something happened.
16	29	38	forbid	NP Ved that S	1	True	Someone forbade that something happened.
16	29	39	forbid	NP Ved to NP that S[-tense]	2	True	Someone forbade to someone that something happen.
16	29	40	forbid	NP Ved NP to NP	7	True	Someone forbade something to someone.
16	29	41	forbid	NP Ved whichNP to VP	6	True	Someone forbade which thing to do.
16	29	42	forbid	NP was Ved about whether S	1	True	Someone was forbidden about whether something happened.
16	29	43	forbid	NP Ved to NP whether S	1	True	Someone forbade to someone whether something happened.
16	29	44	forbid	NP was Ved whether to VP	4	True	Someone was forbidden whether to do something.
16	29	45	forbid	NP Ved S	1	True	Someone forbade something happened.
16	29	46	forbid	NP Ved to NP whether S[+future]	1	True	Someone forbade to someone whether something happen.
16	29	47	forbid	NP was Ved that S[-tense]	2	True	Someone was forbidden that something happen.
16	29	48	forbid	NP was Ved to VP[+eventive]	7	True	Someone was forbidden to do something.
16	29	49	forbid	NP Ved about NP	5	True	Someone forbade about something.
16	29	50	forbid	NP Ved whether S[+future]	2	True	Someone forbade whether something would happen.
26	29	1	forbid	NP Ved NP	7	True	Someone forbade something.
26	29	2	forbid	NP was Ved	7	True	Someone was forbidden.
26	29	3	forbid	NP Ved	6	True	Someone forbade.
26	29	4	forbid	NP Ved NP whichNP S	1	True	Someone forbade someone which thing happened.
26	29	5	forbid	NP Ved so	2	True	Someone forbade so.
26	29	6	forbid	NP was Ved whichNP S	2	True	Someone was forbidden which thing happened.
26	29	7	forbid	NP Ved that S[-tense]	5	True	Someone forbade that something happen.
26	29	8	forbid	NP was Ved S	1	True	Someone was forbidden something happened.
26	29	9	forbid	S, I V	2	True	Something happened, I forbid.
26	29	10	forbid	NP Ved NP that S[-tense]	2	True	Someone forbade someone that something happen.
26	29	11	forbid	NP Ved NP VP	2	True	Someone forbade someone do something.
26	29	12	forbid	NP Ved NP whether S	2	True	Someone forbade someone whether something happened.
26	29	13	forbid	NP was Ved so	3	True	Someone was forbidden so.
26	29	14	forbid	NP was Ved about NP	4	True	Someone was forbidden about something.
26	29	15	forbid	NP Ved NP VPing	5	True	Someone forbade someone doing something.
26	29	16	forbid	NP Ved that S[+future]	5	True	Someone forbade that something would happen.
26	29	17	forbid	NP Ved to VP[-eventive]	3	True	Someone forbade to have something.
26	29	18	forbid	NP was Ved that S	1	True	Someone was forbidden that something happened.
26	29	19	forbid	NP Ved NP to VP[-eventive]	6	True	Someone forbade someone to have something.
26	29	20	forbid	NP Ved NP that S	1	True	Someone forbade someone that something happened.
26	29	21	forbid	NP was Ved to VP[-eventive]	6	True	Someone was forbidden to have something.
26	29	22	forbid	NP was Ved whether S[+future]	1	True	Someone was forbidden whether something would happen.
26	29	23	forbid	NP Ved VPing	5	True	Someone forbade doing something.
26	29	24	forbid	NP was Ved whether S	1	True	Someone was forbidden whether something happened.
26	29	25	forbid	NP Ved NP to VP[+eventive]	7	True	Someone forbade someone to do something.
26	29	26	forbid	NP Ved NP whether S[+future]	2	True	Someone forbade someone whether something would happen.
26	29	27	forbid	NP Ved about whether S	2	True	Someone forbade about whether something happened.
26	29	28	forbid	NP Ved to NP that S[+future]	2	True	Someone forbade to someone that something would happen.
26	29	29	forbid	NP Ved to VP[+eventive]	3	True	Someone forbade to do something.
26	29	30	forbid	NP Ved NP that S[+future]	2	True	Someone forbade someone that something would happen.
26	29	31	forbid	NP Ved whether to VP	3	True	Someone forbade whether to do something.
26	29	32	forbid	NP was Ved that S[+future]	1	True	Someone was forbidden that something would happen.
26	29	33	forbid	NP Ved for NP to VP	5	True	Someone forbade for something to happen.
26	29	34	forbid	NP was Ved whichNP to VP	2	True	Someone was forbidden which thing to do.
26	29	35	forbid	NP Ved whichNP S	4	True	Someone forbade which thing happened.
26	29	36	forbid	NP Ved to NP that S	1	True	Someone forbade to someone that something happened.
26	29	37	forbid	NP Ved whether S	3	True	Someone forbade whether something happened.
26	29	38	forbid	NP Ved that S	3	True	Someone forbade that something happened.
26	29	39	forbid	NP Ved to NP that S[-tense]	2	True	Someone forbade to someone that something happen.
26	29	40	forbid	NP Ved NP to NP	4	True	Someone forbade something to someone.
26	29	41	forbid	NP Ved whichNP to VP	3	True	Someone forbade which thing to do.
26	29	42	forbid	NP was Ved about whether S	1	True	Someone was forbidden about whether something happened.
26	29	43	forbid	NP Ved to NP whether S	1	True	Someone forbade to someone whether something happened.
26	29	44	forbid	NP was Ved whether to VP	4	True	Someone was forbidden whether to do something.
26	29	45	forbid	NP Ved S	2	True	Someone forbade something happened.
26	29	46	forbid	NP Ved to NP whether S[+future]	2	True	Someone forbade to someone whether something happen.
26	29	47	forbid	NP was Ved that S[-tense]	2	True	Someone was forbidden that something happen.
26	29	48	forbid	NP was Ved to VP[+eventive]	7	True	Someone was forbidden to do something.
26	29	49	forbid	NP Ved about NP	4	True	Someone forbade about something.
26	29	50	forbid	NP Ved whether S[+future]	4	True	Someone forbade whether something would happen.
20	29	1	forbid	NP Ved NP	7	True	Someone forbade something.
20	29	2	forbid	NP was Ved	7	True	Someone was forbidden.
20	29	3	forbid	NP Ved	7	True	Someone forbade.
20	29	4	forbid	NP Ved NP whichNP S	2	True	Someone forbade someone which thing happened.
20	29	5	forbid	NP Ved so	1	True	Someone forbade so.
20	29	6	forbid	NP was Ved whichNP S	3	True	Someone was forbidden which thing happened.
20	29	7	forbid	NP Ved that S[-tense]	1	True	Someone forbade that something happen.
20	29	8	forbid	NP was Ved S	1	True	Someone was forbidden something happened.
20	29	9	forbid	S, I V	1	True	Something happened, I forbid.
20	29	10	forbid	NP Ved NP that S[-tense]	2	True	Someone forbade someone that something happen.
20	29	11	forbid	NP Ved NP VP	2	True	Someone forbade someone do something.
20	29	12	forbid	NP Ved NP whether S	1	True	Someone forbade someone whether something happened.
20	29	13	forbid	NP was Ved so	1	True	Someone was forbidden so.
20	29	14	forbid	NP was Ved about NP	1	True	Someone was forbidden about something.
20	29	15	forbid	NP Ved NP VPing	3	True	Someone forbade someone doing something.
20	29	16	forbid	NP Ved that S[+future]	2	True	Someone forbade that something would happen.
20	29	17	forbid	NP Ved to VP[-eventive]	1	True	Someone forbade to have something.
20	29	18	forbid	NP was Ved that S	1	True	Someone was forbidden that something happened.
20	29	19	forbid	NP Ved NP to VP[-eventive]	7	True	Someone forbade someone to have something.
20	29	20	forbid	NP Ved NP that S	1	True	Someone forbade someone that something happened.
20	29	21	forbid	NP was Ved to VP[-eventive]	7	True	Someone was forbidden to have something.
20	29	22	forbid	NP was Ved whether S[+future]	1	True	Someone was forbidden whether something would happen.
20	29	23	forbid	NP Ved VPing	4	True	Someone forbade doing something.
20	29	24	forbid	NP was Ved whether S	1	True	Someone was forbidden whether something happened.
20	29	25	forbid	NP Ved NP to VP[+eventive]	6	True	Someone forbade someone to do something.
20	29	26	forbid	NP Ved NP whether S[+future]	1	True	Someone forbade someone whether something would happen.
20	29	27	forbid	NP Ved about whether S	1	True	Someone forbade about whether something happened.
20	29	28	forbid	NP Ved to NP that S[+future]	1	True	Someone forbade to someone that something would happen.
20	29	29	forbid	NP Ved to VP[+eventive]	3	True	Someone forbade to do something.
20	29	30	forbid	NP Ved NP that S[+future]	1	True	Someone forbade someone that something would happen.
20	29	31	forbid	NP Ved whether to VP	1	True	Someone forbade whether to do something.
20	29	32	forbid	NP was Ved that S[+future]	1	True	Someone was forbidden that something would happen.
20	29	33	forbid	NP Ved for NP to VP	4	True	Someone forbade for something to happen.
20	29	34	forbid	NP was Ved whichNP to VP	1	True	Someone was forbidden which thing to do.
20	29	35	forbid	NP Ved whichNP S	2	True	Someone forbade which thing happened.
20	29	36	forbid	NP Ved to NP that S	1	True	Someone forbade to someone that something happened.
20	29	37	forbid	NP Ved whether S	1	True	Someone forbade whether something happened.
20	29	38	forbid	NP Ved that S	1	True	Someone forbade that something happened.
20	29	39	forbid	NP Ved to NP that S[-tense]	1	True	Someone forbade to someone that something happen.
20	29	40	forbid	NP Ved NP to NP	3	True	Someone forbade something to someone.
20	29	41	forbid	NP Ved whichNP to VP	1	True	Someone forbade which thing to do.
20	29	42	forbid	NP was Ved about whether S	1	True	Someone was forbidden about whether something happened.
20	29	43	forbid	NP Ved to NP whether S	1	True	Someone forbade to someone whether something happened.
20	29	44	forbid	NP was Ved whether to VP	1	True	Someone was forbidden whether to do something.
20	29	45	forbid	NP Ved S	1	True	Someone forbade something happened.
20	29	46	forbid	NP Ved to NP whether S[+future]	1	True	Someone forbade to someone whether something happen.
20	29	47	forbid	NP was Ved that S[-tense]	1	True	Someone was forbidden that something happen.
20	29	48	forbid	NP was Ved to VP[+eventive]	7	True	Someone was forbidden to do something.
20	29	49	forbid	NP Ved about NP	1	True	Someone forbade about something.
20	29	50	forbid	NP Ved whether S[+future]	1	True	Someone forbade whether something would happen.
21	29	1	forbid	NP Ved NP	6	True	Someone forbade something.
21	29	2	forbid	NP was Ved	4	True	Someone was forbidden.
21	29	3	forbid	NP Ved	3	True	Someone forbade.
21	29	4	forbid	NP Ved NP whichNP S	2	True	Someone forbade someone which thing happened.
21	29	5	forbid	NP Ved so	3	True	Someone forbade so.
21	29	6	forbid	NP was Ved whichNP S	2	True	Someone was forbidden which thing happened.
21	29	7	forbid	NP Ved that S[-tense]	3	True	Someone forbade that something happen.
21	29	8	forbid	NP was Ved S	2	True	Someone was forbidden something happened.
21	29	9	forbid	S, I V	2	True	Something happened, I forbid.
21	29	10	forbid	NP Ved NP that S[-tense]	2	True	Someone forbade someone that something happen.
21	29	11	forbid	NP Ved NP VP	2	True	Someone forbade someone do something.
21	29	12	forbid	NP Ved NP whether S	2	True	Someone forbade someone whether something happened.
21	29	13	forbid	NP was Ved so	2	True	Someone was forbidden so.
21	29	14	forbid	NP was Ved about NP	2	True	Someone was forbidden about something.
21	29	15	forbid	NP Ved NP VPing	2	True	Someone forbade someone doing something.
21	29	16	forbid	NP Ved that S[+future]	2	True	Someone forbade that something would happen.
21	29	17	forbid	NP Ved to VP[-eventive]	2	True	Someone forbade to have something.
21	29	18	forbid	NP was Ved that S	2	True	Someone was forbidden that something happened.
21	29	19	forbid	NP Ved NP to VP[-eventive]	2	True	Someone forbade someone to have something.
21	29	20	forbid	NP Ved NP that S	2	True	Someone forbade someone that something happened.
21	29	21	forbid	NP was Ved to VP[-eventive]	5	True	Someone was forbidden to have something.
21	29	22	forbid	NP was Ved whether S[+future]	2	True	Someone was forbidden whether something would happen.
21	29	23	forbid	NP Ved VPing	6	True	Someone forbade doing something.
21	29	24	forbid	NP was Ved whether S	2	True	Someone was forbidden whether something happened.
21	29	25	forbid	NP Ved NP to VP[+eventive]	5	True	Someone forbade someone to do something.
21	29	26	forbid	NP Ved NP whether S[+future]	2	True	Someone forbade someone whether something would happen.
21	29	27	forbid	NP Ved about whether S	2	True	Someone forbade about whether something happened.
21	29	28	forbid	NP Ved to NP that S[+future]	2	True	Someone forbade to someone that something would happen.
21	29	29	forbid	NP Ved to VP[+eventive]	2	True	Someone forbade to do something.
21	29	30	forbid	NP Ved NP that S[+future]	2	True	Someone forbade someone that something would happen.
21	29	31	forbid	NP Ved whether to VP	2	True	Someone forbade whether to do something.
21	29	32	forbid	NP was Ved that S[+future]	2	True	Someone was forbidden that something would happen.
21	29	33	forbid	NP Ved for NP to VP	2	True	Someone forbade for something to happen.
21	29	34	forbid	NP was Ved whichNP to VP	2	True	Someone was forbidden which thing to do.
21	29	35	forbid	NP Ved whichNP S	2	True	Someone forbade which thing happened.
21	29	36	forbid	NP Ved to NP that S	2	True	Someone forbade to someone that something happened.
21	29	37	forbid	NP Ved whether S	2	True	Someone forbade whether something happened.
21	29	38	forbid	NP Ved that S	2	True	Someone forbade that something happened.
21	29	39	forbid	NP Ved to NP that S[-tense]	2	True	Someone forbade to someone that something happen.
21	29	40	forbid	NP Ved NP to NP	2	True	Someone forbade something to someone.
21	29	41	forbid	NP Ved whichNP to VP	3	True	Someone forbade which thing to do.
21	29	42	forbid	NP was Ved about whether S	2	True	Someone was forbidden about whether something happened.
21	29	43	forbid	NP Ved to NP whether S	2	True	Someone forbade to someone whether something happened.
21	29	44	forbid	NP was Ved whether to VP	2	True	Someone was forbidden whether to do something.
21	29	45	forbid	NP Ved S	2	True	Someone forbade something happened.
21	29	46	forbid	NP Ved to NP whether S[+future]	2	True	Someone forbade to someone whether something happen.
21	29	47	forbid	NP was Ved that S[-tense]	2	True	Someone was forbidden that something happen.
21	29	48	forbid	NP was Ved to VP[+eventive]	2	True	Someone was forbidden to do something.
21	29	49	forbid	NP Ved about NP	2	True	Someone forbade about something.
21	29	50	forbid	NP Ved whether S[+future]	2	True	Someone forbade whether something would happen.
1	29	1	forbid	NP Ved NP	6	True	Someone forbade something.
1	29	2	forbid	NP was Ved	7	True	Someone was forbidden.
1	29	3	forbid	NP Ved	7	True	Someone forbade.
1	29	4	forbid	NP Ved NP whichNP S	1	True	Someone forbade someone which thing happened.
1	29	5	forbid	NP Ved so	4	True	Someone forbade so.
1	29	6	forbid	NP was Ved whichNP S	1	True	Someone was forbidden which thing happened.
1	29	7	forbid	NP Ved that S[-tense]	6	True	Someone forbade that something happen.
1	29	8	forbid	NP was Ved S	1	True	Someone was forbidden something happened.
1	29	9	forbid	S, I V	5	True	Something happened, I forbid.
1	29	10	forbid	NP Ved NP that S[-tense]	1	True	Someone forbade someone that something happen.
1	29	11	forbid	NP Ved NP VP	6	True	Someone forbade someone do something.
1	29	12	forbid	NP Ved NP whether S	1	True	Someone forbade someone whether something happened.
1	29	13	forbid	NP was Ved so	6	True	Someone was forbidden so.
1	29	14	forbid	NP was Ved about NP	7	True	Someone was forbidden about something.
1	29	15	forbid	NP Ved NP VPing	6	True	Someone forbade someone doing something.
1	29	16	forbid	NP Ved that S[+future]	6	True	Someone forbade that something would happen.
1	29	17	forbid	NP Ved to VP[-eventive]	6	True	Someone forbade to have something.
1	29	18	forbid	NP was Ved that S	1	True	Someone was forbidden that something happened.
1	29	19	forbid	NP Ved NP to VP[-eventive]	7	True	Someone forbade someone to have something.
1	29	20	forbid	NP Ved NP that S	1	True	Someone forbade someone that something happened.
1	29	21	forbid	NP was Ved to VP[-eventive]	7	True	Someone was forbidden to have something.
1	29	22	forbid	NP was Ved whether S[+future]	3	True	Someone was forbidden whether something would happen.
1	29	23	forbid	NP Ved VPing	6	True	Someone forbade doing something.
1	29	24	forbid	NP was Ved whether S	1	True	Someone was forbidden whether something happened.
1	29	25	forbid	NP Ved NP to VP[+eventive]	7	True	Someone forbade someone to do something.
1	29	26	forbid	NP Ved NP whether S[+future]	2	True	Someone forbade someone whether something would happen.
1	29	27	forbid	NP Ved about whether S	1	True	Someone forbade about whether something happened.
1	29	28	forbid	NP Ved to NP that S[+future]	1	True	Someone forbade to someone that something would happen.
1	29	29	forbid	NP Ved to VP[+eventive]	6	True	Someone forbade to do something.
1	29	30	forbid	NP Ved NP that S[+future]	1	True	Someone forbade someone that something would happen.
1	29	31	forbid	NP Ved whether to VP	6	True	Someone forbade whether to do something.
1	29	32	forbid	NP was Ved that S[+future]	2	True	Someone was forbidden that something would happen.
1	29	33	forbid	NP Ved for NP to VP	7	True	Someone forbade for something to happen.
1	29	34	forbid	NP was Ved whichNP to VP	3	True	Someone was forbidden which thing to do.
1	29	35	forbid	NP Ved whichNP S	2	True	Someone forbade which thing happened.
1	29	36	forbid	NP Ved to NP that S	1	True	Someone forbade to someone that something happened.
1	29	37	forbid	NP Ved whether S	2	True	Someone forbade whether something happened.
1	29	38	forbid	NP Ved that S	3	True	Someone forbade that something happened.
1	29	39	forbid	NP Ved to NP that S[-tense]	1	True	Someone forbade to someone that something happen.
1	29	40	forbid	NP Ved NP to NP	6	True	Someone forbade something to someone.
1	29	41	forbid	NP Ved whichNP to VP	5	True	Someone forbade which thing to do.
1	29	42	forbid	NP was Ved about whether S	1	True	Someone was forbidden about whether something happened.
1	29	43	forbid	NP Ved to NP whether S	1	True	Someone forbade to someone whether something happened.
